Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,"6,429","6,681","7,735","6,592","6,861","9,453","10,029","7,181","5,072","7,321","10,298",Upgrade
Market Cap Growth,-,-13.63%,17.35%,-3.92%,-27.42%,-5.75%,39.66%,41.59%,-30.72%,-28.91%,14.93%,Upgrade
Enterprise Value,"62,071","62,324","73,184","70,230","62,274","65,088","59,815","54,203","49,541","56,148","61,919",Upgrade
PE Ratio,2.81,2.64,3.62,5.49,4.24,5.17,7.07,6.87,5.63,6.60,-20.16,Upgrade
PS Ratio,0.78,0.81,1.09,1.02,1.14,1.57,1.70,1.46,1.04,1.48,2.00,Upgrade
PB Ratio,0.28,0.29,0.36,0.31,0.37,0.48,0.53,0.43,0.31,0.45,0.61,Upgrade
P/FCF Ratio,0.44,0.46,2.50,-15.90,5.74,1.15,-4.99,1.82,-12.05,45.28,-3.46,Upgrade
P/OCF Ratio,0.44,0.45,2.42,-28.89,4.25,1.15,-5.40,1.77,-15.52,28.49,-3.62,Upgrade
EV/Sales Ratio,7.52,7.55,10.30,10.90,10.30,10.78,10.13,10.98,10.14,11.36,12.03,Upgrade
EV/EBITDA Ratio,17.93,18.01,25.12,42.62,28.18,26.00,33.01,36.55,34.72,35.12,-322.49,Upgrade
EV/EBIT Ratio,17.93,18.01,25.12,42.62,28.18,26.00,33.01,42.54,40.55,40.90,-129.70,Upgrade
EV/FCF Ratio,4.23,4.25,23.65,-169.44,52.07,7.95,-29.75,13.71,-117.66,347.23,-20.81,Upgrade
Debt / Equity Ratio,3.63,3.63,3.82,3.44,3.28,3.16,2.94,3.16,3.07,3.30,3.35,Upgrade
Debt / EBITDA Ratio,23.91,23.91,28.41,44.20,27.57,24.64,31.05,35.95,35.13,33.95,-295.96,Upgrade
Debt / FCF Ratio,5.64,5.64,26.75,-175.68,50.96,7.53,-27.98,13.48,-119.04,335.65,-19.10,Upgrade
Asset Turnover,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),11.70%,11.70%,10.40%,5.90%,8.70%,9.70%,7.40%,6.40%,5.70%,6.80%,-2.90%,Upgrade
Return on Assets (ROA),0.70%,0.70%,0.60%,0.30%,0.50%,0.60%,0.50%,0.40%,0.40%,0.40%,-0.20%,Upgrade
Return on Capital (ROIC),0.80%,0.80%,0.70%,0.40%,0.60%,0.70%,0.50%,0.40%,0.40%,0.40%,-0.10%,Upgrade
Earnings Yield,39.31%,37.82%,27.62%,18.22%,23.58%,19.33%,14.15%,14.56%,17.77%,15.15%,-4.96%,Upgrade
FCF Yield,228.16%,219.54%,40.00%,-6.29%,17.43%,86.65%,-20.05%,55.05%,-8.30%,2.21%,-28.90%,Upgrade
Dividend Yield,3.21%,-,2.80%,-,-,-,11.18%,9.85%,8.47%,-,-,Upgrade
Payout Ratio,0.00%,0.00%,3.50%,0.00%,0.00%,0.00%,29.60%,27.00%,19.20%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-8.14%,-0.80%,-,-6.19%,-1.02%,-,-,0.00%,16.47%,-,0.00%,Upgrade
Total Shareholder Return,-4.93%,-0.80%,2.80%,-6.19%,-1.02%,-,11.18%,9.85%,24.94%,-,0.00%,Upgrade
