Year,Current,2022,2021
Market Capitalization,121,252,248
Market Cap Growth,-,1.61%,-
Enterprise Value,120,251,248
PE Ratio,17.05,16.50,-358.56
PB Ratio,-21.20,-21.20,-9.51
P/FCF Ratio,-157.56,-157.56,-231.37
P/OCF Ratio,-157.56,-157.56,-231.37
EV/EBITDA Ratio,7.86,16.46,-357.86
EV/EBIT Ratio,7.86,16.46,-357.86
EV/FCF Ratio,-157.20,-157.20,-230.92
Debt / Equity Ratio,-0.02,-0.02,-
Debt / EBITDA Ratio,0.02,0.02,-
Debt / FCF Ratio,-0.19,-0.19,-
Current Ratio,0.13,0.13,0.19
Return on Equity (ROE),-95.40%,-95.40%,6.80%
Return on Assets (ROA),7.60%,7.60%,-0.30%
Return on Capital (ROIC),7.80%,7.80%,-0.30%
Earnings Yield,12.66%,6.06%,-0.28%
FCF Yield,-1.33%,-0.63%,-0.43%
Buyback Yield / Dilution,-17.22%,-17.22%,-
Total Shareholder Return,-17.22%,-17.22%,-
