Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,803,"1,222",844,764,"1,279","1,278","1,019",615,402,568,"1,201",Upgrade
Market Cap Growth,-,44.88%,10.39%,-40.25%,0.11%,25.36%,65.66%,53.18%,-29.26%,-52.73%,87.67%,Upgrade
Enterprise Value,859,994,"1,336","1,207","1,595","1,453","1,296",969,903,507,"1,170",Upgrade
PE Ratio,2.65,2.91,108.78,-2.23,26.57,25.24,37.70,-9.44,-10.02,-15.98,49.23,Upgrade
PS Ratio,1.50,1.83,1.28,1.40,1.78,2.28,2.00,1.35,3.41,5.48,13.17,Upgrade
PB Ratio,1.72,1.65,2.47,2.45,1.99,2.10,1.88,1.48,0.87,1.19,2.34,Upgrade
P/FCF Ratio,16.95,13.33,-1904.76,51.07,15.54,13.05,15.03,7.49,8.94,9.54,14.58,Upgrade
P/OCF Ratio,13.38,11.47,41.05,21.63,13.79,12.11,13.99,7.16,8.65,9.23,14.17,Upgrade
EV/Sales Ratio,1.60,1.49,2.03,2.21,2.22,2.59,2.54,2.13,7.67,4.89,12.83,Upgrade
EV/EBITDA Ratio,2.16,2.24,37.61,-4.64,36.07,16.23,32.99,-34.92,-40.84,-30.33,30.02,Upgrade
EV/EBIT Ratio,2.38,2.45,-750.72,-4.07,177202.93,28.52,1128.05,-14.59,-20.20,-13.04,68.78,Upgrade
EV/FCF Ratio,18.06,10.84,-3016.45,80.63,19.38,14.84,19.11,11.80,20.10,8.53,14.20,Upgrade
Debt / Equity Ratio,0.42,0.05,1.74,1.90,0.62,0.43,0.62,1.00,1.24,0.49,0.59,Upgrade
Debt / EBITDA Ratio,0.50,0.08,16.69,-2.28,9.09,2.91,8.61,-14.95,-25.85,-13.93,7.76,Upgrade
Debt / FCF Ratio,4.16,0.39,-1338.85,39.63,4.88,2.66,4.99,5.05,12.72,3.92,3.67,Upgrade
Current Ratio,1.44,2.28,1.79,1.98,1.49,2.73,1.92,1.80,2.05,4.99,1.48,Upgrade
Asset Turnover,0.55,0.64,0.59,0.55,0.62,0.56,0.50,0.40,0.12,0.11,0.10,Upgrade
Return on Equity (ROE),78.50%,90.70%,2.20%,-99.50%,7.30%,8.20%,5.10%,-13.80%,-7.80%,-6.60%,5.00%,Upgrade
Return on Assets (ROA),39.40%,40.30%,0.70%,-34.40%,4.20%,5.10%,2.70%,-5.60%,-4.10%,-3.90%,2.80%,Upgrade
Return on Capital (ROIC),87.10%,77.40%,-0.30%,-54.30%,0.00%,17.80%,0.30%,-12.30%,-8.20%,-7.30%,4.20%,Upgrade
Earnings Yield,48.05%,34.38%,0.92%,-44.84%,3.76%,3.96%,2.65%,-10.59%,-9.98%,-6.26%,2.03%,Upgrade
FCF Yield,5.90%,7.50%,-0.05%,1.96%,6.43%,7.66%,6.65%,13.35%,11.18%,10.48%,6.86%,Upgrade
Buyback Yield / Dilution,10.26%,-1.25%,-1.25%,2.65%,0.20%,-4.60%,-13.78%,-1.31%,1.06%,-0.47%,1.13%,Upgrade
Total Shareholder Return,10.26%,-1.25%,-1.25%,2.65%,0.20%,-4.60%,-13.78%,-1.31%,1.06%,-0.47%,1.13%,Upgrade
