Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1988
Market Capitalization,285,285,247,155,192,194,181,107,99,100,100,Upgrade
Market Cap Growth,-,15.37%,58.99%,-19.04%,-1.10%,7.22%,69.88%,7.34%,-0.27%,-0.77%,176.63%,Upgrade
Enterprise Value,423,133,-727,59,165,76,62,10,52,73,73,Upgrade
PE Ratio,6.46,6.76,3.46,6.84,13.83,12.01,14.68,13.99,13.91,36.99,22.70,Upgrade
PS Ratio,2.49,2.72,1.82,2.04,2.89,3.29,3.25,2.33,2.31,2.84,2.48,Upgrade
PB Ratio,1.00,1.15,1.06,0.94,1.25,1.40,1.47,0.91,0.88,0.89,0.88,Upgrade
P/FCF Ratio,5.61,9.69,34.94,10.26,10.39,10.51,5.44,27.30,-33.28,-15.03,-63.75,Upgrade
P/OCF Ratio,5.28,9.35,29.64,9.53,10.23,9.98,5.33,20.93,-57.07,-17.98,75.85,Upgrade
EV/Sales Ratio,3.70,1.27,-5.35,0.77,2.48,1.29,1.12,0.22,1.21,2.09,1.81,Upgrade
EV/EBITDA Ratio,4.16,1.91,-6.34,1.07,4.04,2.03,1.94,0.46,2.52,5.35,4.67,Upgrade
EV/EBIT Ratio,4.30,1.99,-6.49,1.13,4.22,2.13,2.06,0.51,2.83,6.69,5.64,Upgrade
EV/FCF Ratio,8.35,4.50,-102.78,3.87,8.94,4.13,1.87,2.55,-17.42,-11.04,-46.43,Upgrade
Debt / Equity Ratio,9.10,5.37,0,6.63,0,7.36,7.77,7.46,6.54,5.80,4.89,Upgrade
Debt / EBITDA Ratio,4.02,0.28,0.31,0.85,0.74,1.05,1.39,2.51,2.06,4.08,2.47,Upgrade
Debt / FCF Ratio,8.07,0.66,5.10,3.09,1.63,2.14,1.34,13.97,-14.25,-8.42,-24.57,Upgrade
Current Ratio,2.05,0,0,16.77,0,0,0,0,314.37,213.18,856.68,Upgrade
Asset Turnover,0.05,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.06,Upgrade
Return on Equity (ROE),4.41%,16.98%,30.77%,13.80%,9.04%,11.68%,10.05%,6.53%,6.33%,2.40%,3.88%,Upgrade
Return on Assets (ROA),0.44%,2.66%,3.29%,1.81%,1.20%,1.40%,1.15%,0.77%,0.84%,0.35%,0.66%,Upgrade
Return on Capital (ROIC),1.09%,3.69%,51.70%,3.66%,2.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Earnings Yield,14.90%,14.78%,28.93%,14.62%,7.23%,8.33%,6.81%,7.15%,7.19%,2.70%,4.40%,Upgrade
FCF Yield,17.82%,10.32%,2.86%,9.75%,9.62%,9.51%,18.39%,3.66%,-3.00%,-6.65%,-1.57%,Upgrade
Dividend Yield,0.11%,0.11%,0.13%,0.23%,0.19%,0.18%,0.20%,0.36%,0.40%,2.93%,3.85%,Upgrade
Payout Ratio,2.86%,0.75%,0.46%,1.57%,2.59%,2.20%,2.89%,4.99%,5.63%,108.54%,87.40%,Upgrade
Buyback Yield / Dilution,4.84%,5.48%,7.02%,1.80%,-0.30%,-1.97%,5.61%,4.97%,4.08%,0.05%,-142.57%,Upgrade
Total Shareholder Return,4.95%,5.59%,7.15%,2.03%,-0.11%,-1.79%,5.81%,5.33%,4.48%,2.98%,-138.72%,Upgrade
