Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,87,131,116,108,171,113,123,100,73,53,48,Upgrade
Market Cap Growth,-,12.86%,6.99%,-36.73%,51.81%,-8.28%,22.98%,36.64%,37.42%,11.79%,7.17%,Upgrade
Enterprise Value,96,154,92,112,274,268,209,204,204,240,231,Upgrade
PE Ratio,3.62,5.22,5.86,7.83,13.04,10.57,30.33,19.02,7.11,17.77,10.14,Upgrade
PS Ratio,1.12,1.71,1.56,1.76,2.77,1.97,2.39,2.03,1.21,1.13,0.93,Upgrade
PB Ratio,0.56,0.86,0.82,0.83,1.36,0.96,1.14,0.88,0.61,0.49,0.47,Upgrade
P/FCF Ratio,3.63,5.63,6.12,7.44,13.79,12.80,16.83,12.77,3.51,16.81,2.49,Upgrade
P/OCF Ratio,3.19,4.93,5.79,6.70,10.45,6.17,9.52,8.70,3.30,13.70,2.55,Upgrade
EV/Sales Ratio,1.25,2.02,1.24,1.81,4.43,4.68,4.07,4.16,3.37,5.11,4.51,Upgrade
EV/EBITDA Ratio,2.73,4.19,3.08,5.25,13.81,16.88,14.81,17.39,9.63,27.28,21.50,Upgrade
EV/EBIT Ratio,3.05,4.65,3.48,6.29,16.65,19.94,17.11,20.31,10.50,34.98,26.55,Upgrade
EV/FCF Ratio,4.04,6.64,4.84,7.69,22.08,30.40,28.60,26.11,9.80,75.85,12.05,Upgrade
Debt / Equity Ratio,1.08,0.64,0.64,1.17,1.21,1.53,1.57,1.48,1.52,2.04,2.22,Upgrade
Debt / EBITDA Ratio,4.73,2.66,3.07,7.17,7.70,11.26,12.03,14.27,8.64,25.26,21.08,Upgrade
Debt / FCF Ratio,6.99,4.21,4.83,10.51,12.31,20.27,23.23,21.43,8.79,70.23,11.81,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,Upgrade
Return on Equity (ROE),16.60%,18.10%,14.80%,11.00%,10.40%,9.30%,3.50%,4.60%,8.90%,2.70%,4.70%,Upgrade
Return on Assets (ROA),1.30%,1.40%,1.10%,0.80%,0.90%,0.80%,0.30%,0.40%,0.80%,0.20%,0.40%,Upgrade
Return on Capital (ROIC),1.70%,1.80%,1.50%,1.10%,1.10%,0.90%,0.90%,0.70%,1.30%,0.50%,0.60%,Upgrade
Earnings Yield,27.58%,19.15%,17.06%,12.78%,7.67%,9.46%,3.30%,5.26%,14.06%,5.63%,9.86%,Upgrade
FCF Yield,27.54%,17.77%,16.34%,13.45%,7.25%,7.81%,5.94%,7.83%,28.50%,5.95%,40.22%,Upgrade
Dividend Yield,5.29%,3.06%,3.36%,3.37%,1.66%,1.69%,-,-,-,-,-,Upgrade
Payout Ratio,17.60%,15.90%,19.70%,26.30%,21.60%,17.90%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.92%,0.83%,4.22%,1.24%,-0.31%,-2.12%,-10.66%,-0.24%,-0.42%,-0.25%,-0.21%,Upgrade
Total Shareholder Return,4.37%,3.89%,7.58%,4.61%,1.35%,-0.43%,-10.66%,-0.24%,-0.42%,-0.25%,-0.21%,Upgrade
