Year,Current,2022,2021
Market Capitalization,301,293,247
Market Cap Growth,-,18.61%,-
Enterprise Value,300,291,245
PE Ratio,26.18,25.38,64.44
PB Ratio,-29.40,-29.40,-12.94
P/FCF Ratio,-302.65,-302.65,-582.60
P/OCF Ratio,-302.65,-302.65,-582.60
EV/EBITDA Ratio,24.63,23.92,64.08
EV/EBIT Ratio,24.63,23.92,64.08
EV/FCF Ratio,-301.17,-301.17,-579.30
Current Ratio,0.98,0.98,2.24
Return on Equity (ROE),-101.10%,-101.10%,-80.60%
Return on Assets (ROA),4.90%,4.90%,6.40%
Return on Capital (ROIC),5.20%,5.20%,6.50%
Earnings Yield,3.83%,3.94%,1.55%
FCF Yield,-0.32%,-0.33%,-0.17%
Buyback Yield / Dilution,-16.99%,-16.99%,-
Total Shareholder Return,-16.99%,-16.99%,-
