Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Market Capitalization,"3,148","3,648","5,349","4,115","5,045","4,208","4,540","5,082","5,048","4,344","3,701",Upgrade
Market Cap Growth,-,-31.80%,29.97%,-18.43%,19.89%,-7.30%,-10.67%,0.66%,16.20%,17.39%,32.07%,Upgrade
Enterprise Value,"8,062","8,218","8,103","7,297","8,809","7,795","8,079","7,711","7,197","5,432","4,307",Upgrade
PE Ratio,38.72,48.92,66.03,49.39,62.88,49.28,51.08,63.09,69.54,65.93,66.13,Upgrade
PS Ratio,10.16,12.57,18.07,14.07,17.05,13.43,14.38,16.75,16.98,15.84,14.23,Upgrade
PB Ratio,1.72,1.98,3.09,2.46,2.97,2.39,2.69,3.06,2.92,2.36,1.98,Upgrade
P/FCF Ratio,84.45,99.61,65.37,28.88,50.85,50.25,46.79,67.05,52.27,43.14,26.82,Upgrade
P/OCF Ratio,76.07,93.70,64.32,33.79,48.98,45.69,44.87,59.85,49.44,41.97,26.28,Upgrade
EV/Sales Ratio,26.02,28.32,27.38,24.94,29.77,24.87,25.59,25.42,24.20,19.80,16.56,Upgrade
EV/EBITDA Ratio,65.99,69.01,61.08,54.83,70.38,53.26,52.38,54.41,56.74,48.44,41.54,Upgrade
EV/EBIT Ratio,80.21,89.28,80.96,72.79,86.19,64.33,60.59,63.02,65.79,54.95,52.29,Upgrade
EV/FCF Ratio,216.28,224.44,99.04,51.20,88.78,93.08,83.27,101.74,74.52,53.95,31.21,Upgrade
Debt / Equity Ratio,2.91,2.68,1.87,2.20,2.38,2.19,2.25,1.72,1.33,0.69,0.48,Upgrade
Debt / EBITDA Ratio,43.67,41.48,24.45,27.65,32.27,26.35,24.69,20.18,18.17,11.32,8.61,Upgrade
Debt / FCF Ratio,143.12,134.92,39.64,25.82,40.71,46.05,39.25,37.74,23.86,12.61,6.47,Upgrade
Asset Turnover,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),4.40%,4.10%,4.80%,5.00%,4.70%,4.90%,5.30%,4.80%,4.10%,3.50%,3.00%,Upgrade
Return on Assets (ROA),0.50%,0.50%,0.60%,0.60%,0.60%,0.60%,0.70%,0.60%,0.60%,0.60%,0.50%,Upgrade
Return on Capital (ROIC),0.50%,0.50%,0.60%,0.50%,0.60%,0.70%,0.80%,0.80%,0.80%,0.80%,0.70%,Upgrade
Earnings Yield,2.56%,2.04%,1.51%,2.02%,1.59%,2.03%,1.96%,1.59%,1.44%,1.52%,1.51%,Upgrade
FCF Yield,1.18%,1.00%,1.53%,3.46%,1.97%,1.99%,2.14%,1.49%,1.91%,2.32%,3.73%,Upgrade
Dividend Yield,10.06%,8.63%,5.85%,7.49%,5.61%,5.01%,3.35%,2.37%,1.79%,0.48%,-,Upgrade
Payout Ratio,389.70%,434.60%,387.20%,370.00%,351.70%,245.20%,170.30%,151.80%,124.00%,31.80%,0.00%,Upgrade
Buyback Yield / Dilution,0.11%,-0.04%,-0.28%,-0.15%,-0.03%,0.71%,1.59%,2.88%,2.78%,0.72%,-0.32%,Upgrade
Total Shareholder Return,10.18%,8.59%,5.57%,7.34%,5.58%,5.71%,4.94%,5.26%,4.57%,1.21%,-0.32%,Upgrade
