Year,Current,2022,2021
Market Capitalization,243,296,285
Market Cap Growth,-,3.63%,-
Enterprise Value,244,297,284
PE Ratio,43.96,25.55,55.24
PB Ratio,-26.70,-26.70,-15.88
P/FCF Ratio,-360.25,-360.25,-287.64
P/OCF Ratio,-360.25,-360.25,-287.64
EV/EBITDA Ratio,19.94,24.29,55.04
EV/EBIT Ratio,19.94,24.29,55.04
EV/FCF Ratio,-361.65,-361.65,-286.59
Debt / Equity Ratio,-0.21,-0.21,-
Debt / EBITDA Ratio,0.19,0.19,-
Debt / FCF Ratio,-2.80,-2.80,-
Current Ratio,0.42,0.42,18.04
Return on Equity (ROE),-108.60%,-108.60%,-
Return on Assets (ROA),4.90%,4.90%,-
Return on Capital (ROIC),5.20%,5.20%,-
Earnings Yield,4.77%,3.91%,1.81%
FCF Yield,-0.34%,-0.28%,-0.35%
