Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,114,94,141,121,263,307,588,528,449,512,507,Upgrade
Market Cap Growth,-,-33.42%,15.88%,-53.76%,-14.38%,-47.87%,11.43%,17.65%,-12.45%,1.10%,54.40%,Upgrade
Enterprise Value,86,61,67,47,172,199,483,438,354,415,431,Upgrade
PE Ratio,-26.15,-20.24,14.41,-13.57,44.42,11.46,29.43,23.31,16.55,18.81,28.42,Upgrade
PS Ratio,1.52,1.36,1.93,1.87,3.12,2.51,4.40,4.29,3.43,4.53,5.52,Upgrade
PB Ratio,1.01,0.85,1.19,0.93,1.77,1.90,3.76,3.61,3.35,4.66,5.72,Upgrade
P/FCF Ratio,2.87,1.83,7.14,-12.42,8.47,10.06,12.56,11.58,8.27,19.68,24.72,Upgrade
P/OCF Ratio,2.84,1.82,7.26,-12.43,8.16,9.74,12.25,11.14,8.13,19.32,23.35,Upgrade
EV/Sales Ratio,1.16,0.88,0.91,0.72,2.04,1.63,3.61,3.56,2.70,3.66,4.70,Upgrade
EV/EBITDA Ratio,627.90,-40.12,3.78,-13.55,13.04,4.97,12.75,11.85,7.89,9.65,14.90,Upgrade
EV/EBIT Ratio,-17.96,-11.65,4.76,-6.15,18.27,5.46,14.24,12.87,8.38,9.87,15.31,Upgrade
EV/FCF Ratio,2.20,1.18,3.38,-4.78,5.54,6.53,10.30,9.60,6.52,15.92,21.04,Upgrade
Debt / Equity Ratio,0.05,0.05,0.05,0.06,0.06,0.07,-,-,-,-,-,Upgrade
Debt / EBITDA Ratio,43.01,-4.02,0.35,-2.27,0.71,0.27,-,-,-,-,-,Upgrade
Debt / FCF Ratio,0.15,0.12,0.31,-0.80,0.30,0.35,-,-,-,-,-,Upgrade
Current Ratio,4.00,3.30,5.93,8.17,5.48,5.15,4.38,3.91,2.62,4.37,3.87,Upgrade
Asset Turnover,0.54,0.51,0.51,0.44,0.47,0.65,0.74,0.73,0.83,0.93,0.91,Upgrade
Return on Equity (ROE),-3.50%,-4.00%,7.80%,-6.80%,3.90%,16.60%,13.20%,16.40%,21.80%,27.10%,21.80%,Upgrade
Return on Assets (ROA),-2.90%,-3.40%,6.80%,-6.00%,3.30%,14.20%,11.00%,13.40%,17.20%,22.30%,17.70%,Upgrade
Return on Capital (ROIC),-6.90%,-7.50%,15.00%,-8.90%,11.50%,44.40%,53.40%,54.50%,67.60%,59.10%,46.90%,Upgrade
Earnings Yield,-3.52%,-4.94%,6.94%,-7.37%,2.25%,8.72%,3.40%,4.29%,6.04%,5.32%,3.52%,Upgrade
FCF Yield,34.82%,54.63%,14.01%,-8.05%,11.81%,9.94%,7.96%,8.63%,12.09%,5.08%,4.05%,Upgrade
Dividend Yield,4.82%,5.02%,16.62%,2.83%,9.28%,7.69%,3.63%,3.60%,3.76%,2.81%,2.49%,Upgrade
Payout Ratio,-117.60%,-101.70%,237.90%,-38.40%,411.40%,86.30%,103.70%,82.00%,59.30%,50.10%,67.50%,Upgrade
Buyback Yield / Dilution,-0.47%,1.05%,0.75%,5.62%,0.98%,-1.75%,-2.87%,-0.20%,-3.07%,-2.78%,-5.28%,Upgrade
Total Shareholder Return,4.41%,6.08%,17.37%,8.45%,10.27%,5.94%,0.75%,3.41%,0.69%,0.03%,-2.79%,Upgrade
