Year,Current,2022,2021
Market Capitalization,92,150,-
Enterprise Value,35,33,0
PE Ratio,8.45,117.44,-
PB Ratio,-24.08,-53.40,-
P/FCF Ratio,-719.95,-1709.16,-
P/OCF Ratio,-719.95,-1709.16,-
EV/EBITDA Ratio,17.10,23.59,-8.21
EV/EBIT Ratio,18.53,25.77,-8.21
EV/FCF Ratio,-270.05,-375.00,-0.89
Debt / Equity Ratio,-0.21,-,2000.00
Debt / EBITDA Ratio,0.39,-,-12.07
Debt / FCF Ratio,-6.20,-,-1.31
Current Ratio,14.74,38.68,1.00
Return on Equity (ROE),-63.00%,-63.20%,-
Return on Assets (ROA),1.80%,1.50%,-
Return on Capital (ROIC),1.90%,1.50%,-
Earnings Yield,2.03%,0.85%,-
FCF Yield,-0.14%,-0.06%,-
Buyback Yield / Dilution,-312.91%,-366.33%,-
Total Shareholder Return,-312.91%,-366.33%,-
