Year,Current,2022,2021
Market Capitalization,159,361,349
Market Cap Growth,-,3.40%,-
Enterprise Value,161,363,350
PE Ratio,-139.40,-139.40,81.75
PB Ratio,-19.71,-19.71,-27.00
P/FCF Ratio,-210.67,-210.67,-173.98
P/OCF Ratio,-210.67,-210.67,-173.98
EV/EBITDA Ratio,-197.86,-197.86,81.90
EV/EBIT Ratio,-197.86,-197.86,81.90
EV/FCF Ratio,-211.65,-211.65,-174.29
Debt / Equity Ratio,-0.10,-0.10,-0.07
Debt / EBITDA Ratio,-0.97,-0.97,0.22
Debt / FCF Ratio,-1.04,-1.04,-0.48
Current Ratio,0.03,0.03,0.69
Return on Equity (ROE),31.30%,31.30%,-111.30%
Return on Assets (ROA),-0.90%,-0.90%,1.50%
Return on Capital (ROIC),-0.60%,-0.60%,1.50%
Earnings Yield,-1.63%,-0.72%,1.22%
FCF Yield,-1.08%,-0.47%,-0.57%
Buyback Yield / Dilution,-13.71%,-13.71%,-
Total Shareholder Return,-13.71%,-13.71%,-
