Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Market Capitalization,381,341,364,411,423,515,739,671,747,718,637,Upgrade
Market Cap Growth,-,-6.38%,-11.46%,-2.87%,-17.88%,-30.31%,10.18%,-10.14%,3.96%,12.69%,14.33%,Upgrade
Enterprise Value,360,318,431,493,676,704,960,759,852,720,632,Upgrade
PE Ratio,26.20,-264.10,12.59,-19.43,6.04,-9.09,-77.42,13.46,18.01,11.43,10.33,Upgrade
PS Ratio,0.59,0.54,0.54,0.70,0.70,1.03,1.52,1.26,1.39,2.15,2.00,Upgrade
PB Ratio,0.61,0.54,0.52,0.57,0.58,0.82,1.03,0.84,1.00,0.79,0.73,Upgrade
P/FCF Ratio,6.38,7.70,4.01,12.58,13.07,12.25,-39.10,-34.94,199.14,-59.85,-129.53,Upgrade
P/OCF Ratio,6.38,7.70,4.01,12.58,13.07,12.25,-39.10,-34.94,199.14,-59.85,-129.53,Upgrade
EV/Sales Ratio,0.55,0.51,0.64,0.84,1.12,1.41,1.98,1.42,1.58,2.16,1.98,Upgrade
EV/EBITDA Ratio,11.20,23.75,8.03,-78.34,6.20,-14.31,71.83,12.08,19.83,9.54,8.69,Upgrade
EV/EBIT Ratio,15.22,63.83,9.96,-37.01,6.64,-12.53,139.98,13.43,22.62,10.00,9.17,Upgrade
EV/FCF Ratio,6.03,7.18,4.75,15.09,20.87,16.74,-50.75,-39.53,227.14,-60.03,-128.41,Upgrade
Debt / Equity Ratio,0.02,0.03,0.21,0.21,0.41,0.46,0.41,0.20,0.23,0.19,0.11,Upgrade
Debt / EBITDA Ratio,0.47,1.17,2.71,-23.72,2.72,-5.86,22.06,2.60,4.01,2.31,1.38,Upgrade
Debt / FCF Ratio,0.25,0.35,1.60,4.57,9.16,6.86,-15.59,-8.49,45.88,-14.55,-20.32,Upgrade
Asset Turnover,0.36,0.34,0.35,0.29,0.30,0.25,0.23,0.27,0.25,0.17,0.17,Upgrade
Return on Equity (ROE),2.50%,-0.20%,4.10%,-3.00%,10.00%,-8.30%,-1.20%,6.40%,4.70%,7.00%,7.30%,Upgrade
Return on Assets (ROA),0.90%,-0.10%,1.50%,-1.10%,3.40%,-2.90%,-0.50%,2.50%,1.90%,3.30%,3.20%,Upgrade
Return on Capital (ROIC),1.30%,0.30%,2.20%,-0.60%,4.50%,-2.60%,0.30%,2.70%,1.60%,3.80%,3.70%,Upgrade
Earnings Yield,4.20%,-0.38%,7.95%,-5.15%,16.55%,-11.00%,-1.29%,7.43%,5.55%,8.75%,9.68%,Upgrade
FCF Yield,15.68%,12.98%,24.95%,7.95%,7.65%,8.16%,-2.56%,-2.86%,0.50%,-1.67%,-0.77%,Upgrade
Dividend Yield,3.53%,3.19%,4.03%,3.48%,3.39%,2.73%,-,-,-,-,-,Upgrade
Payout Ratio,45.50%,-833.30%,50.00%,-67.60%,20.30%,-24.90%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,4.04%,1.24%,-2.61%,0.30%,-1.74%,18.60%,1.36%,28.40%,3.26%,-0.63%,5.89%,Upgrade
Total Shareholder Return,7.57%,4.43%,1.42%,3.78%,1.64%,21.34%,1.36%,28.40%,3.26%,-0.63%,5.89%,Upgrade
