Year,Current,2022,2021
Market Capitalization,63,192,192
Market Cap Growth,-,-0.40%,-
Enterprise Value,63,192,192
PE Ratio,258.00,226.12,-1135.38
PB Ratio,-112.12,-722.89,-43.42
P/FCF Ratio,-124.24,-297.40,-702.27
P/OCF Ratio,-124.24,-297.40,-702.27
EV/EBITDA Ratio,49.01,148.10,-1132.46
EV/EBIT Ratio,49.01,148.10,-1132.46
EV/FCF Ratio,-124.23,-297.22,-700.46
Current Ratio,0.35,2.23,3.27
Return on Equity (ROE),-32.50%,-24.30%,-
Return on Assets (ROA),1.00%,0.70%,-
Return on Capital (ROIC),1.60%,1.10%,-
Earnings Yield,1.29%,0.44%,-0.09%
FCF Yield,-0.80%,-0.34%,-0.14%
Buyback Yield / Dilution,67.97%,-0.37%,-
Total Shareholder Return,67.97%,-0.37%,-
