Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,314,476,363,184,244,195,140,101,68,54,50,Upgrade
Market Cap Growth,-,31.17%,96.91%,-24.52%,25.43%,38.69%,39.21%,48.21%,25.12%,8.54%,28.33%,Upgrade
Enterprise Value,410,589,-384,137,178,273,181,76,130,92,81,Upgrade
PE Ratio,5.75,8.69,12.38,7.03,13.80,18.55,19.80,12.92,11.27,10.16,10.85,Upgrade
PS Ratio,1.88,2.85,2.85,1.81,3.00,3.10,3.27,2.59,1.95,1.95,1.96,Upgrade
PB Ratio,0.62,0.93,0.74,0.72,1.03,0.87,1.85,1.43,0.97,0.92,0.95,Upgrade
P/FCF Ratio,5.02,8.51,5.81,17.64,46.83,96.14,19.45,4.78,5.81,7.10,4.96,Upgrade
P/OCF Ratio,4.74,7.93,5.51,13.10,31.18,17.73,11.80,4.62,5.16,6.27,4.69,Upgrade
EV/Sales Ratio,2.45,3.52,-3.02,1.35,2.18,4.34,4.22,1.95,3.71,3.31,3.17,Upgrade
EV/EBITDA Ratio,5.42,7.79,-9.05,3.63,6.46,16.69,13.77,6.39,13.30,10.91,10.90,Upgrade
EV/EBIT Ratio,6.10,8.74,-10.65,4.37,8.29,21.44,15.63,7.52,15.88,12.88,13.18,Upgrade
EV/FCF Ratio,6.55,10.52,-6.15,13.12,34.07,134.73,25.10,3.60,11.08,12.04,8.02,Upgrade
Debt / Equity Ratio,0.31,0.34,0.34,1.00,0.30,0.53,0.85,0.30,1.13,0.91,0.89,Upgrade
Debt / EBITDA Ratio,2.09,2.30,3.93,6.79,2.64,7.23,4.89,1.77,8.13,6.33,6.32,Upgrade
Debt / FCF Ratio,2.53,3.10,2.67,24.55,13.91,58.37,8.91,1.00,6.77,6.99,4.65,Upgrade
Asset Turnover,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.80%,11.00%,8.10%,10.60%,7.60%,5.80%,9.40%,10.70%,8.30%,9.30%,8.80%,Upgrade
Return on Assets (ROA),1.20%,1.20%,0.80%,0.90%,0.80%,0.60%,0.60%,0.80%,0.70%,0.70%,0.60%,Upgrade
Return on Capital (ROIC),1.60%,1.60%,1.10%,1.10%,1.00%,0.80%,1.00%,1.00%,0.90%,0.90%,0.90%,Upgrade
Earnings Yield,17.40%,11.51%,8.08%,14.22%,7.25%,5.39%,5.05%,7.74%,8.87%,9.84%,9.21%,Upgrade
FCF Yield,19.94%,11.76%,17.21%,5.67%,2.14%,1.04%,5.14%,20.90%,17.22%,14.09%,20.15%,Upgrade
Dividend Yield,4.04%,2.68%,2.50%,3.53%,2.74%,1.95%,2.33%,2.85%,2.73%,2.89%,1.74%,Upgrade
Payout Ratio,23.30%,23.30%,31.00%,24.80%,37.80%,30.40%,46.10%,36.80%,29.90%,29.40%,18.90%,Upgrade
Buyback Yield / Dilution,0.45%,-47.28%,-28.15%,0.46%,-0.25%,-99.42%,-0.20%,-0.15%,-20.84%,-0.10%,-0.14%,Upgrade
Total Shareholder Return,4.49%,-44.60%,-25.64%,3.99%,2.49%,-97.47%,2.12%,2.70%,-18.11%,2.80%,1.60%,Upgrade
