Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"10,291","11,726","9,464","9,939","11,397","8,313","10,472","8,752","7,050","6,969","7,066",Upgrade
Market Cap Growth,-,23.90%,-4.78%,-12.80%,37.10%,-20.62%,19.65%,24.15%,1.16%,-1.38%,44.06%,Upgrade
Enterprise Value,"12,230","13,710","11,398","11,767","12,969","9,857","11,814","10,074","8,222","8,133","8,249",Upgrade
PE Ratio,13.11,15.85,12.70,13.58,14.98,11.85,7.20,15.92,13.37,12.84,13.37,Upgrade
PS Ratio,1.96,2.25,1.85,2.10,2.52,1.93,2.52,2.22,1.87,1.93,2.02,Upgrade
PB Ratio,2.67,2.97,1.10,1.13,1.56,1.54,1.68,1.92,1.74,1.48,1.87,Upgrade
P/FCF Ratio,6.96,8.41,6.76,6.93,8.62,6.74,7.43,6.37,6.51,8.16,6.37,Upgrade
P/OCF Ratio,6.83,8.24,6.58,6.73,8.36,6.51,7.33,6.26,6.29,8.06,6.31,Upgrade
EV/Sales Ratio,2.34,2.63,2.23,2.48,2.86,2.29,2.84,2.56,2.18,2.25,2.36,Upgrade
EV/EBITDA Ratio,11.38,13.76,11.44,11.97,12.77,10.34,12.96,11.64,9.63,9.29,9.63,Upgrade
EV/EBIT Ratio,11.38,13.76,11.44,11.97,12.77,10.34,12.96,11.64,9.63,9.29,9.63,Upgrade
EV/FCF Ratio,8.30,9.83,8.14,8.20,9.81,8.00,8.39,7.33,7.59,9.52,7.44,Upgrade
Debt / Equity Ratio,0.56,0.53,0.23,0.22,0.23,0.31,0.23,0.31,0.30,0.26,0.32,Upgrade
Debt / EBITDA Ratio,1.99,2.08,2.03,1.96,1.62,1.75,1.60,1.61,1.45,1.41,1.42,Upgrade
Debt / FCF Ratio,1.45,1.49,1.45,1.34,1.25,1.35,1.04,1.02,1.14,1.44,1.10,Upgrade
Asset Turnover,0.20,0.20,0.18,0.17,0.18,0.19,0.18,0.18,0.19,0.18,0.19,Upgrade
Return on Equity (ROE),18.30%,14.40%,8.80%,9.30%,11.10%,12.60%,27.40%,11.60%,12.00%,12.10%,13.50%,Upgrade
Return on Assets (ROA),3.10%,2.80%,2.50%,2.70%,3.00%,3.00%,6.40%,2.60%,2.60%,2.80%,2.90%,Upgrade
Return on Capital (ROIC),3.90%,3.60%,3.20%,3.40%,3.90%,3.90%,3.80%,3.90%,4.10%,4.30%,4.50%,Upgrade
Earnings Yield,7.79%,6.31%,7.87%,7.36%,6.68%,8.44%,13.89%,6.28%,7.48%,7.79%,7.48%,Upgrade
FCF Yield,14.36%,11.89%,14.79%,14.44%,11.60%,14.83%,13.45%,15.69%,15.36%,12.26%,15.69%,Upgrade
Dividend Yield,0.79%,0.68%,0.83%,0.77%,0.64%,0.85%,0.65%,0.75%,0.71%,0.94%,1.06%,Upgrade
Payout Ratio,12.90%,10.90%,10.70%,10.70%,9.90%,10.30%,4.80%,12.40%,9.70%,12.40%,14.60%,Upgrade
Buyback Yield / Dilution,2.86%,3.67%,3.52%,3.35%,2.92%,3.38%,2.70%,3.79%,4.13%,5.15%,4.75%,Upgrade
Total Shareholder Return,3.66%,4.35%,4.35%,4.12%,3.56%,4.23%,3.35%,4.54%,4.84%,6.09%,5.81%,Upgrade
