Year,Current,2022,2021
Market Capitalization,81,156,151
Market Cap Growth,-,3.37%,-
Enterprise Value,84,159,151
PE Ratio,362.90,463.93,29.42
PB Ratio,-17.73,-17.73,-17.55
P/FCF Ratio,-166.07,-166.07,-399.22
P/OCF Ratio,-166.07,-166.07,-399.22
EV/EBITDA Ratio,152.64,288.13,29.33
EV/EBIT Ratio,152.64,288.13,29.33
EV/FCF Ratio,-168.97,-168.97,-398.02
Debt / Equity Ratio,-0.31,-0.31,-
Debt / EBITDA Ratio,4.99,4.99,-
Debt / FCF Ratio,-2.93,-2.93,-
Current Ratio,0.02,0.02,1.85
Return on Equity (ROE),-4.40%,-4.40%,-175.10%
Return on Assets (ROA),0.30%,0.30%,5.80%
Return on Capital (ROIC),0.60%,0.60%,5.80%
Earnings Yield,0.41%,0.22%,3.40%
FCF Yield,-1.15%,-0.60%,-0.25%
Buyback Yield / Dilution,-4.95%,-4.95%,-
Total Shareholder Return,-4.95%,-4.95%,-
