Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Market Capitalization,106,107,264,307,360,377,368,492,372,381,438,Upgrade
Market Cap Growth,-,-59.71%,-14.01%,-14.65%,-4.35%,2.31%,-25.15%,32.17%,-2.24%,-13.14%,-20.81%,Upgrade
Enterprise Value,83,84,236,273,314,331,322,456,289,330,384,Upgrade
PE Ratio,-427.04,-16.05,7.19,-27.98,-262.94,-34.05,-9.65,249.77,-118.39,-63.76,91.43,Upgrade
PS Ratio,0.44,0.46,1.06,1.29,1.44,1.54,1.46,2.00,1.58,1.65,2.05,Upgrade
PB Ratio,0.66,0.83,0.83,1.02,1.39,2.01,1.65,1.97,1.51,1.47,1.78,Upgrade
P/FCF Ratio,1.96,1.87,6.70,6.32,5.02,4.48,4.01,4.91,4.30,3.91,5.41,Upgrade
P/OCF Ratio,1.95,1.87,6.54,6.30,4.99,4.45,3.96,4.81,4.27,3.89,5.38,Upgrade
EV/Sales Ratio,0.36,0.36,0.94,1.14,1.25,1.36,1.27,1.86,1.22,1.43,1.80,Upgrade
EV/EBITDA Ratio,39.40,-15.03,-54.43,-25.09,42.31,95.89,-167.64,54.63,250.89,244.74,36.20,Upgrade
EV/EBIT Ratio,133.09,-11.82,-35.34,-22.19,54.66,165.40,-107.85,83.22,-148.88,-169.19,55.35,Upgrade
EV/FCF Ratio,1.59,1.47,5.99,5.62,4.38,3.94,3.51,4.56,3.34,3.39,4.73,Upgrade
Asset Turnover,0.15,0.14,0.14,0.13,0.15,0.15,0.16,0.16,0.16,0.17,0.18,Upgrade
Return on Equity (ROE),-0.50%,-6.90%,13.40%,-4.00%,-0.60%,-5.70%,-15.20%,0.80%,-1.20%,-2.30%,1.90%,Upgrade
Return on Assets (ROA),0.00%,-0.40%,2.00%,-0.60%,-0.10%,-0.70%,-2.30%,0.10%,-0.20%,-0.50%,0.40%,Upgrade
Return on Capital (ROIC),0.00%,-0.40%,-0.40%,-0.70%,0.30%,0.10%,-0.20%,0.40%,-0.10%,-0.20%,0.60%,Upgrade
Earnings Yield,-0.43%,-6.23%,13.91%,-3.57%,-0.38%,-2.94%,-10.36%,0.40%,-0.84%,-1.57%,1.09%,Upgrade
FCF Yield,51.12%,53.35%,14.93%,15.82%,19.91%,22.30%,24.92%,20.36%,23.26%,25.60%,18.49%,Upgrade
Buyback Yield / Dilution,-1.66%,-0.43%,7.21%,-0.54%,-6.56%,-,-,-,-,-,-,Upgrade
Total Shareholder Return,-1.66%,-0.43%,7.21%,-0.54%,-6.56%,-,-,-,-,-,-,Upgrade
