Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"2,028","3,269","3,459","2,646","2,963","1,504","1,795","1,523","1,094",722,505,Upgrade
Market Cap Growth,-,-5.50%,30.77%,-10.73%,96.99%,-16.17%,17.87%,39.13%,51.56%,43.08%,69.63%,Upgrade
Enterprise Value,"2,538","4,155",267,"1,089","3,888","1,086","1,831","1,954",876,769,570,Upgrade
PE Ratio,6.23,9.43,9.18,10.10,18.36,12.43,24.40,21.12,26.79,18.79,27.61,Upgrade
PS Ratio,2.07,3.23,3.28,2.82,4.34,3.38,5.04,4.74,4.28,3.49,3.34,Upgrade
PB Ratio,0.62,1.02,1.17,1.00,1.20,1.03,2.23,2.36,2.13,1.97,1.59,Upgrade
P/FCF Ratio,2.47,3.12,-241.08,3.39,-3.13,-12.72,-27.06,-18.93,-29.14,-71.55,27.53,Upgrade
P/OCF Ratio,2.43,3.08,378.50,3.31,-3.15,-13.83,-28.68,-21.82,-43.39,-129.03,23.10,Upgrade
EV/Sales Ratio,2.59,4.10,0.25,1.16,5.69,2.44,5.14,6.09,3.42,3.71,3.77,Upgrade
EV/EBITDA Ratio,5.37,8.25,0.49,2.76,15.39,6.35,13.32,16.40,12.78,11.80,15.99,Upgrade
EV/EBIT Ratio,6.01,9.17,0.54,3.20,18.38,7.17,14.73,18.57,15.44,13.69,19.46,Upgrade
EV/FCF Ratio,3.09,3.96,-18.60,1.39,-4.11,-9.19,-27.61,-24.29,-23.33,-76.22,31.11,Upgrade
Debt / Equity Ratio,0.78,0.63,0.29,0.21,0.63,0.18,0.46,0.97,0.34,0.59,1.05,Upgrade
Debt / EBITDA Ratio,5.35,3.98,1.60,1.42,6.12,1.53,2.67,5.29,2.52,3.34,9.36,Upgrade
Debt / FCF Ratio,3.08,1.91,-60.77,0.72,-1.63,-2.21,-5.53,-7.83,-4.59,-21.55,18.20,Upgrade
Asset Turnover,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),10.30%,11.20%,13.20%,10.40%,8.20%,9.50%,9.30%,11.50%,8.20%,11.30%,6.20%,Upgrade
Return on Assets (ROA),1.30%,1.40%,1.70%,1.30%,1.10%,1.20%,1.00%,1.10%,0.80%,1.00%,0.60%,Upgrade
Return on Capital (ROIC),1.80%,2.10%,2.70%,1.80%,1.50%,1.50%,1.60%,1.60%,1.20%,1.40%,1.00%,Upgrade
Earnings Yield,16.03%,10.60%,10.90%,9.90%,5.45%,8.05%,4.10%,4.74%,3.73%,5.32%,3.62%,Upgrade
FCF Yield,40.45%,32.09%,-0.41%,29.52%,-31.93%,-7.86%,-3.69%,-5.28%,-3.43%,-1.40%,3.63%,Upgrade
Dividend Yield,2.05%,1.27%,1.21%,1.57%,0.99%,1.15%,0.83%,0.68%,0.59%,0.55%,-,Upgrade
Payout Ratio,12.80%,12.00%,11.00%,15.90%,18.10%,14.20%,20.00%,14.30%,15.50%,10.10%,0.00%,Upgrade
Buyback Yield / Dilution,0.49%,0.49%,-0.48%,-18.45%,-35.53%,-16.43%,-7.04%,-8.02%,-22.35%,-7.85%,-2.12%,Upgrade
Total Shareholder Return,2.54%,1.76%,0.73%,-16.87%,-34.54%,-15.28%,-6.21%,-7.33%,-21.76%,-7.30%,-2.12%,Upgrade
