Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,962,"1,365","1,510","1,175","1,514","1,199","1,456","1,176",592,565,503,Upgrade
Market Cap Growth,-,-9.56%,28.49%,-22.38%,26.25%,-17.66%,23.82%,98.67%,4.69%,12.36%,24.90%,Upgrade
Enterprise Value,"1,847","2,056","1,312",973,"1,462","1,365","1,853","1,424",581,530,499,Upgrade
PE Ratio,7.13,10.64,12.23,11.71,14.70,12.12,23.21,23.67,15.45,17.64,20.06,Upgrade
PS Ratio,2.11,3.06,3.61,3.24,3.85,3.67,5.15,5.24,3.38,3.57,3.24,Upgrade
PB Ratio,0.80,1.19,1.15,0.93,1.24,1.21,1.56,1.98,1.59,1.30,1.21,Upgrade
P/FCF Ratio,5.82,8.26,9.19,7.35,20.05,6.27,6.05,-42.92,10.26,8.78,5.11,Upgrade
P/OCF Ratio,5.71,8.24,9.32,7.20,17.14,5.92,5.75,-56.28,9.62,8.30,5.13,Upgrade
EV/Sales Ratio,4.05,4.61,3.14,2.68,3.72,4.17,6.56,6.35,3.32,3.34,3.22,Upgrade
EV/EBITDA Ratio,9.37,10.97,7.09,6.23,9.22,9.05,15.00,16.16,8.46,9.02,9.70,Upgrade
EV/EBIT Ratio,10.72,12.71,8.37,7.59,10.87,10.19,17.14,18.64,9.73,10.53,11.65,Upgrade
EV/FCF Ratio,11.16,12.44,7.99,6.09,19.36,7.14,7.70,-51.98,10.06,8.23,5.07,Upgrade
Debt / Equity Ratio,0.97,0.80,0.48,0.38,0.39,0.41,0.80,0.70,0.83,0.70,0.55,Upgrade
Debt / EBITDA Ratio,5.89,4.90,3.45,3.11,3.01,2.69,6.07,4.71,4.49,5.17,4.42,Upgrade
Debt / FCF Ratio,7.01,5.55,3.89,3.04,6.32,2.12,3.12,-15.15,5.34,4.72,2.31,Upgrade
Asset Turnover,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,Upgrade
Return on Equity (ROE),11.80%,11.10%,9.40%,8.10%,8.50%,10.20%,8.40%,9.20%,9.00%,7.50%,6.10%,Upgrade
Return on Assets (ROA),1.10%,1.00%,1.00%,1.00%,1.10%,1.30%,1.00%,1.00%,1.00%,0.90%,0.70%,Upgrade
Return on Capital (ROIC),1.40%,1.30%,1.30%,1.30%,1.40%,1.70%,1.70%,1.50%,1.50%,1.40%,1.20%,Upgrade
Earnings Yield,14.20%,9.40%,8.18%,8.54%,6.80%,8.25%,4.31%,4.23%,6.47%,5.67%,4.99%,Upgrade
FCF Yield,17.19%,12.11%,10.88%,13.60%,4.99%,15.95%,16.52%,-2.33%,9.75%,11.39%,19.57%,Upgrade
Dividend Yield,5.40%,3.72%,3.39%,4.08%,3.05%,3.26%,2.40%,2.21%,3.01%,2.92%,2.07%,Upgrade
Payout Ratio,37.80%,39.70%,41.30%,47.80%,44.70%,39.60%,49.00%,47.90%,47.00%,51.40%,41.40%,Upgrade
Buyback Yield / Dilution,0.00%,0.78%,-2.10%,0.95%,-12.66%,-0.46%,-27.29%,-33.16%,0.89%,-0.10%,-0.14%,Upgrade
Total Shareholder Return,5.41%,4.51%,1.29%,5.04%,-9.61%,2.80%,-24.89%,-30.95%,3.90%,2.82%,1.93%,Upgrade
