Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Market Capitalization,"1,410","1,100","1,273",682,730,699,771,844,946,"1,278","1,246",Upgrade
Market Cap Growth,-,-13.59%,86.64%,-6.56%,4.44%,-9.32%,-8.67%,-10.77%,-25.96%,2.57%,37.51%,Upgrade
Enterprise Value,"3,077","2,375","2,510","1,352","1,188","1,323","1,387","1,863","2,001","2,321","1,744",Upgrade
PE Ratio,202.67,37.65,5.37,17.39,5.79,14.95,-3.91,-12.68,61.46,11.36,12.24,Upgrade
PS Ratio,4.55,4.19,6.08,4.77,4.94,5.04,4.33,3.41,3.56,4.35,5.62,Upgrade
PB Ratio,0.93,0.88,0.97,0.75,0.79,0.82,0.89,0.74,0.70,0.86,0.91,Upgrade
P/FCF Ratio,53.63,49.13,-5.52,-4.46,3.38,13.07,1.58,5.12,6.47,-2.34,-2.70,Upgrade
P/OCF Ratio,53.63,49.13,-5.52,-4.46,3.38,13.07,1.58,5.12,6.47,-2.34,-2.70,Upgrade
EV/Sales Ratio,9.96,9.05,11.99,9.45,8.04,9.54,7.79,7.52,7.54,7.90,7.87,Upgrade
EV/EBITDA Ratio,34.77,29.77,9.25,21.22,7.44,16.16,-9.43,-156.11,27.78,14.15,12.89,Upgrade
EV/EBIT Ratio,34.77,29.77,9.25,21.22,7.44,16.16,-9.43,-156.11,27.78,14.15,12.89,Upgrade
EV/FCF Ratio,117.37,106.05,-10.89,-8.85,5.51,24.72,2.85,11.31,13.69,-4.25,-3.78,Upgrade
Debt / Equity Ratio,1.14,1.04,0.97,0.78,0.51,0.74,0.78,1.01,0.89,0.78,0.47,Upgrade
Debt / EBITDA Ratio,19.48,16.31,4.68,11.13,2.97,7.78,-4.59,-96.30,16.64,7.02,4.77,Upgrade
Debt / FCF Ratio,65.76,58.10,-5.50,-4.64,2.19,11.91,1.39,6.98,8.20,-2.11,-1.40,Upgrade
Asset Turnover,0.11,0.10,0.09,0.09,0.10,0.09,0.09,0.10,0.10,0.11,0.12,Upgrade
Return on Equity (ROE),0.80%,2.30%,19.50%,4.50%,13.80%,5.60%,-20.10%,-5.50%,1.10%,8.10%,8.70%,Upgrade
Return on Assets (ROA),0.40%,1.10%,10.20%,2.50%,8.30%,3.10%,-10.30%,-2.70%,0.60%,4.20%,5.50%,Upgrade
Return on Capital (ROIC),2.10%,2.00%,8.20%,2.90%,7.80%,3.90%,-5.50%,-0.30%,1.90%,4.30%,5.50%,Upgrade
Earnings Yield,0.72%,2.66%,18.63%,5.75%,17.28%,6.69%,-25.55%,-7.88%,1.63%,8.81%,8.17%,Upgrade
FCF Yield,1.86%,2.04%,-18.10%,-22.41%,29.56%,7.65%,63.15%,19.52%,15.45%,-42.76%,-37.06%,Upgrade
Dividend Yield,13.77%,10.76%,6.43%,8.06%,7.34%,8.06%,8.53%,12.91%,13.40%,11.72%,10.90%,Upgrade
Payout Ratio,2794.40%,406.20%,34.60%,139.30%,42.70%,121.20%,-33.50%,-160.00%,787.70%,126.50%,125.00%,Upgrade
Buyback Yield / Dilution,-20.93%,-12.38%,-15.01%,-,-,0.34%,6.54%,5.97%,-7.46%,-26.87%,-34.59%,Upgrade
Total Shareholder Return,-7.14%,-1.61%,-8.58%,8.06%,7.34%,8.40%,15.07%,18.88%,5.94%,-15.15%,-23.69%,Upgrade
