Year,Current,2022,2021
Market Capitalization,253,299,297
Market Cap Growth,-,0.93%,-
Enterprise Value,254,300,297
PE Ratio,49.70,60.21,342.76
PB Ratio,-27.97,-27.97,-18.92
P/FCF Ratio,-361.20,-361.20,-153.43
P/OCF Ratio,-361.20,-361.20,-153.43
EV/EBITDA Ratio,51.10,60.40,342.86
EV/EBIT Ratio,51.10,60.40,342.86
EV/FCF Ratio,-362.31,-362.31,-153.47
Debt / Equity Ratio,-0.25,-0.25,-0.01
Debt / EBITDA Ratio,0.53,0.53,0.18
Debt / FCF Ratio,-3.20,-3.20,-0.08
Current Ratio,0.55,0.55,0.60
Return on Equity (ROE),-42.20%,-42.20%,-11.40%
Return on Assets (ROA),2.10%,2.10%,0.70%
Return on Capital (ROIC),2.20%,2.20%,0.80%
Earnings Yield,1.96%,1.66%,0.29%
FCF Yield,-0.33%,-0.28%,-0.65%
Buyback Yield / Dilution,-86.51%,-86.51%,-
Total Shareholder Return,-86.51%,-86.51%,-
