Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Market Capitalization,987,978,"2,450","1,125",678,377,479,351,162,158,8,Upgrade
Market Cap Growth,-,-60.10%,117.84%,65.86%,79.82%,-21.29%,36.35%,117.44%,2.15%,1782.87%,-9.68%,Upgrade
Enterprise Value,"3,353","3,258","4,301","2,074","1,470",775,561,248,107,137,52,Upgrade
PE Ratio,-5.82,-5.82,5.60,5.61,8.34,24.31,41.46,16.32,13.69,-27.27,7.94,Upgrade
PS Ratio,0.73,0.91,1.58,1.35,1.04,0.89,1.49,1.85,1.44,2.05,0.11,Upgrade
PB Ratio,2.49,2.19,3.71,2.19,1.88,1.46,1.80,2.35,1.48,1.63,-2.02,Upgrade
P/FCF Ratio,13.53,357.14,48.77,20.21,-22.49,-3.50,-5.86,4.41,5.14,-6.79,-2.31,Upgrade
P/OCF Ratio,12.78,146.93,48.14,19.49,-24.93,-3.69,-5.86,4.38,5.10,-6.87,-3.37,Upgrade
EV/Sales Ratio,2.56,3.02,2.77,2.49,2.25,1.83,1.74,1.30,0.95,1.77,0.68,Upgrade
EV/EBITDA Ratio,31.69,135.96,5.51,5.09,6.75,8.55,10.86,5.88,5.05,-20.19,8.25,Upgrade
EV/EBIT Ratio,55.32,-203.60,5.70,5.34,7.40,10.08,13.84,6.55,5.26,-18.43,11.72,Upgrade
EV/FCF Ratio,47.83,1190.49,85.62,37.26,-48.75,-7.20,-6.86,3.11,3.40,-5.88,-14.28,Upgrade
Debt / Equity Ratio,6.86,5.71,3.22,2.06,2.49,2.24,0.88,0.19,0.01,0.27,-15.23,Upgrade
Debt / EBITDA Ratio,24.73,106.48,2.73,2.59,4.12,6.38,4.53,0.68,0.05,-3.82,10.07,Upgrade
Debt / FCF Ratio,37.33,932.33,42.42,18.94,-29.73,-5.37,-2.86,0.36,0.03,-1.11,-17.44,Upgrade
Current Ratio,-,-,-,-,-,-,-,1.89,3.32,1.95,1.95,Upgrade
Asset Turnover,0.21,0.19,0.33,0.36,0.31,0.24,0.31,0.93,0.81,0.70,1.07,Upgrade
Return on Equity (ROE),-30.80%,-31.90%,62.00%,56.00%,27.10%,5.80%,4.90%,16.10%,10.80%,-8.60%,-22.10%,Upgrade
Return on Assets (ROA),-2.30%,-2.90%,9.20%,8.50%,3.90%,0.90%,1.10%,10.50%,8.50%,-5.30%,1.50%,Upgrade
Return on Capital (ROIC),0.80%,-0.20%,12.60%,13.90%,8.20%,4.10%,4.40%,356.90%,50.80%,-14.00%,5.60%,Upgrade
Earnings Yield,-14.83%,-17.17%,17.86%,17.82%,12.00%,4.11%,2.41%,6.13%,7.31%,-3.67%,12.59%,Upgrade
FCF Yield,7.39%,0.28%,2.05%,4.95%,-4.45%,-28.53%,-17.07%,22.67%,19.46%,-14.72%,-43.26%,Upgrade
Dividend Yield,11.42%,11.53%,14.80%,3.12%,6.05%,5.25%,3.40%,1.47%,2.62%,0.18%,-,Upgrade
Payout Ratio,-79.80%,-67.20%,78.20%,16.90%,48.40%,123.30%,134.00%,23.50%,35.60%,-5.00%,0.00%,Upgrade
Buyback Yield / Dilution,-5.95%,2.82%,-9.42%,3.71%,-2.86%,-10.18%,-32.07%,-13.07%,-69.22%,-542.81%,-0.99%,Upgrade
Total Shareholder Return,5.92%,14.35%,5.38%,6.83%,3.19%,-4.93%,-28.68%,-11.60%,-66.61%,-542.63%,-0.99%,Upgrade
