Year,Current,2022,2021
Market Capitalization,293,285,249
Market Cap Growth,-,14.54%,-
Enterprise Value,292,284,248
PE Ratio,260.00,268.83,-515.01
PB Ratio,-36.94,-36.94,-45.36
P/FCF Ratio,-688.32,-688.32,-226.28
P/OCF Ratio,-688.32,-688.32,-226.28
EV/EBITDA Ratio,275.56,268.39,-513.20
EV/EBIT Ratio,275.56,268.39,-513.20
EV/FCF Ratio,-687.20,-687.20,-225.48
Current Ratio,1.07,1.07,3.30
Return on Equity (ROE),-14.70%,-14.70%,-
Return on Assets (ROA),0.50%,0.50%,-
Return on Capital (ROIC),0.50%,0.50%,-
Earnings Yield,0.36%,0.37%,-0.19%
FCF Yield,-0.14%,-0.15%,-0.44%
Buyback Yield / Dilution,-382.08%,-382.08%,-
Total Shareholder Return,-382.08%,-382.08%,-
