Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"16,076","16,094","18,359","14,058","17,179","12,599","12,300","12,480","9,695","8,474","8,580",Upgrade
Market Cap Growth,-,-12.34%,30.60%,-18.17%,36.35%,2.43%,-1.44%,28.72%,14.41%,-1.24%,34.67%,Upgrade
Enterprise Value,"15,947","15,721","18,117","14,057","17,297","12,681","12,494","12,549","10,007","8,754","9,086",Upgrade
PE Ratio,1454.57,-33.11,6.23,11.56,8.60,43.90,11.77,21.12,15.29,16.14,16.60,Upgrade
PS Ratio,2.11,2.45,1.91,1.87,2.17,2.33,2.15,2.29,1.89,1.71,1.89,Upgrade
PB Ratio,1.49,1.52,1.40,1.30,1.74,1.61,1.49,1.77,1.51,1.29,1.41,Upgrade
P/FCF Ratio,7.66,7.90,9.34,9.56,14.51,10.85,11.87,11.32,9.10,9.81,10.87,Upgrade
P/OCF Ratio,7.61,7.84,9.27,9.43,14.22,10.67,11.69,11.19,9.02,9.71,10.78,Upgrade
EV/Sales Ratio,2.10,2.40,1.88,1.87,2.18,2.35,2.18,2.30,1.95,1.77,2.01,Upgrade
EV/EBITDA Ratio,125.57,-30.65,4.72,8.46,6.66,34.55,14.91,13.74,10.15,10.61,11.11,Upgrade
EV/EBIT Ratio,-1596.68,-24.56,4.87,9.05,6.85,41.71,15.96,14.51,10.71,11.31,11.83,Upgrade
EV/FCF Ratio,7.63,7.72,9.22,9.56,14.61,10.92,12.06,11.39,9.40,10.13,11.52,Upgrade
Debt / Equity Ratio,0.08,0.08,0.07,0.08,0.09,0.11,0.10,0.12,0.13,0.13,0.15,Upgrade
Debt / EBITDA Ratio,7.05,-1.74,0.23,0.54,0.34,2.36,1.02,0.93,0.87,1.06,1.15,Upgrade
Debt / FCF Ratio,0.43,0.44,0.46,0.61,0.75,0.75,0.82,0.77,0.80,1.01,1.19,Upgrade
Asset Turnover,0.26,0.22,0.32,0.29,0.32,0.25,0.27,0.27,0.27,0.27,0.26,Upgrade
Return on Equity (ROE),0.10%,-4.60%,24.60%,12.90%,21.60%,3.60%,13.80%,8.50%,9.80%,8.20%,8.80%,Upgrade
Return on Assets (ROA),0.00%,-1.70%,9.90%,4.70%,8.20%,1.30%,4.90%,2.90%,3.40%,2.90%,3.00%,Upgrade
Return on Capital (ROIC),0.00%,-2.20%,12.50%,6.00%,10.30%,1.40%,3.60%,4.30%,4.90%,4.10%,4.30%,Upgrade
Earnings Yield,0.07%,-3.02%,16.05%,8.65%,11.62%,2.28%,8.50%,4.74%,6.54%,6.20%,6.03%,Upgrade
FCF Yield,13.05%,12.66%,10.71%,10.46%,6.89%,9.21%,8.42%,8.83%,10.98%,10.20%,9.20%,Upgrade
Dividend Yield,2.76%,2.70%,2.21%,2.75%,2.13%,2.74%,3.33%,2.53%,3.89%,3.40%,3.16%,Upgrade
Payout Ratio,3525.00%,-90.20%,13.80%,31.80%,18.30%,120.50%,39.30%,53.50%,59.40%,54.80%,52.30%,Upgrade
Buyback Yield / Dilution,1.99%,2.46%,-0.15%,1.52%,-0.39%,0.81%,0.41%,-0.55%,-0.22%,0.21%,-0.70%,Upgrade
Total Shareholder Return,4.76%,5.15%,2.06%,4.26%,1.74%,3.55%,3.75%,1.99%,3.67%,3.60%,2.45%,Upgrade
