Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,260,370,429,257,336,357,378,162,124,124,103,Upgrade
Market Cap Growth,-,-13.79%,67.14%,-23.57%,-6.05%,-5.47%,133.78%,30.01%,0.52%,20.35%,9.63%,Upgrade
Enterprise Value,421,507,365,124,353,347,384,212,191,155,158,Upgrade
PE Ratio,7.83,11.37,18.26,12.77,18.25,23.91,29.72,13.87,12.03,12.83,11.42,Upgrade
PS Ratio,2.62,3.78,5.13,3.69,5.23,7.09,8.11,3.70,3.09,3.20,2.79,Upgrade
PB Ratio,0.85,1.24,1.44,1.03,1.46,2.49,2.82,1.29,1.04,1.08,0.95,Upgrade
P/FCF Ratio,8.32,9.71,13.09,10.62,16.44,44.07,23.99,16.13,9.50,7.61,6.40,Upgrade
P/OCF Ratio,7.25,9.09,12.35,9.37,14.03,33.29,21.42,13.01,8.40,6.46,6.05,Upgrade
EV/Sales Ratio,4.24,5.19,4.36,1.79,5.50,6.89,8.24,4.84,4.75,4.01,4.29,Upgrade
EV/EBITDA Ratio,9.79,11.40,10.58,4.22,13.43,16.94,19.15,11.43,11.79,9.94,10.86,Upgrade
EV/EBIT Ratio,10.94,12.53,12.38,4.93,15.51,19.02,21.45,12.98,13.50,11.50,12.52,Upgrade
EV/FCF Ratio,13.46,13.32,11.14,5.15,17.29,42.81,24.37,21.13,14.60,9.56,9.82,Upgrade
Debt / Equity Ratio,0.75,0.76,0.43,0.19,0.32,0.22,0.33,0.64,0.74,0.49,0.68,Upgrade
Debt / EBITDA Ratio,5.34,5.09,3.71,1.63,2.77,1.57,2.22,4.34,5.48,3.58,5.11,Upgrade
Debt / FCF Ratio,7.34,5.94,3.90,1.99,3.57,3.97,2.82,8.01,6.78,3.44,4.62,Upgrade
Asset Turnover,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.60%,11.30%,9.00%,8.30%,8.20%,10.80%,9.70%,9.30%,8.70%,8.70%,8.30%,Upgrade
Return on Assets (ROA),1.10%,1.20%,1.00%,1.10%,1.20%,1.30%,1.20%,1.10%,1.10%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),1.30%,1.50%,1.40%,1.50%,1.60%,1.70%,1.70%,1.50%,1.40%,1.40%,1.30%,Upgrade
Earnings Yield,11.87%,8.79%,5.48%,7.83%,5.48%,4.18%,3.36%,7.21%,8.31%,7.79%,8.76%,Upgrade
FCF Yield,12.02%,10.29%,7.64%,9.41%,6.08%,2.27%,4.17%,6.20%,10.53%,13.14%,15.63%,Upgrade
Dividend Yield,4.63%,2.99%,2.16%,2.87%,2.02%,1.45%,1.23%,2.60%,3.23%,3.14%,3.68%,Upgrade
Payout Ratio,36.20%,33.00%,35.30%,36.70%,36.70%,34.80%,36.20%,35.80%,38.80%,40.40%,42.00%,Upgrade
Buyback Yield / Dilution,-4.15%,-4.14%,-17.09%,-0.19%,-19.94%,-0.20%,-0.27%,0.08%,0.08%,1.03%,0.41%,Upgrade
Total Shareholder Return,0.48%,-1.15%,-14.93%,2.67%,-17.92%,1.25%,0.95%,2.68%,3.32%,4.18%,4.10%,Upgrade
