Year,Current,2022,2021
Market Capitalization,161,194,190
Market Cap Growth,-,1.87%,-
Enterprise Value,162,194,190
PE Ratio,116.00,181.53,-28.99
PB Ratio,-19.80,-22.43,-18.48
P/FCF Ratio,-320.62,-399.39,-177.76
P/OCF Ratio,-320.62,-399.39,-177.76
EV/EBITDA Ratio,112.60,181.56,-28.91
EV/EBIT Ratio,112.60,181.56,-28.91
EV/FCF Ratio,-321.69,-399.45,-177.30
Debt / Equity Ratio,-0.07,-0.01,-
Debt / EBITDA Ratio,0.50,0.11,-
Debt / FCF Ratio,-1.16,-0.25,-
Current Ratio,0.02,0.02,0.14
Return on Equity (ROE),-15.20%,-11.10%,276.40%
Return on Assets (ROA),1.20%,0.70%,-4.40%
Return on Capital (ROIC),1.20%,0.70%,-4.50%
Earnings Yield,0.89%,0.55%,-3.45%
FCF Yield,-0.38%,-0.25%,-0.56%
Buyback Yield / Dilution,21.51%,-16.00%,83.46%
Total Shareholder Return,21.51%,-16.00%,83.46%
