Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"14,311","15,063","17,986","15,430","16,364","16,752","24,464","13,634","10,768","12,603","15,651",Upgrade
Market Cap Growth,-,-16.25%,16.57%,-5.71%,-2.31%,-31.52%,79.43%,26.62%,-14.56%,-19.48%,27.09%,Upgrade
Enterprise Value,"109,958","110,710","106,553","95,344","75,049","89,836","86,401","59,622","40,979","41,352","41,737",Upgrade
PE Ratio,4.63,4.32,4.86,4.84,5.72,6.09,7.87,7.67,7.45,9.85,12.96,Upgrade
PS Ratio,4.49,4.73,5.12,5.15,7.13,6.82,9.86,5.90,5.51,40.35,94.44,Upgrade
PB Ratio,0.37,0.39,0.45,0.40,0.49,0.52,0.77,0.53,0.44,0.51,0.63,Upgrade
P/FCF Ratio,2.98,3.13,-9.53,-2.04,2.34,-1.77,-5.11,22.61,6.45,4.82,-2.49,Upgrade
P/OCF Ratio,3.17,3.34,-10.57,-2.00,2.01,-2.08,-5.39,14.62,5.77,4.21,-2.60,Upgrade
EV/Sales Ratio,34.51,34.75,30.33,31.84,32.72,36.58,34.84,25.82,20.95,132.38,251.85,Upgrade
EV/EBITDA Ratio,20.11,20.25,18.23,18.51,15.77,20.30,19.78,29.56,20.12,21.06,20.93,Upgrade
EV/EBIT Ratio,23.05,23.20,20.77,21.93,19.17,23.25,22.43,33.55,22.55,23.98,24.25,Upgrade
EV/FCF Ratio,22.87,23.03,-56.45,-12.60,10.73,-9.47,-18.05,98.89,24.53,15.81,-6.65,Upgrade
Debt / Equity Ratio,3.16,3.16,2.87,2.65,2.30,2.85,2.52,2.37,1.81,1.72,1.63,Upgrade
Debt / EBITDA Ratio,22.14,22.14,19.61,20.08,16.11,20.63,18.43,30.15,21.65,21.82,20.13,Upgrade
Debt / FCF Ratio,25.19,25.19,-60.72,-13.67,10.97,-9.63,-16.82,100.86,26.40,16.38,-6.39,Upgrade
Asset Turnover,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,Upgrade
Return on Equity (ROE),9.20%,9.20%,9.80%,8.60%,8.90%,8.80%,10.20%,7.20%,6.10%,5.30%,5.00%,Upgrade
Return on Assets (ROA),0.60%,0.60%,0.70%,0.60%,0.70%,0.70%,0.80%,0.60%,0.50%,0.50%,0.40%,Upgrade
Return on Capital (ROIC),0.80%,0.80%,0.80%,0.70%,0.80%,0.80%,0.90%,0.50%,0.60%,0.60%,0.60%,Upgrade
Earnings Yield,24.35%,23.13%,20.60%,20.65%,17.48%,16.42%,12.70%,13.03%,13.42%,10.16%,7.72%,Upgrade
FCF Yield,33.59%,31.91%,-10.50%,-49.04%,42.73%,-56.62%,-19.57%,4.42%,15.52%,20.76%,-40.13%,Upgrade
Dividend Yield,3.06%,2.95%,1.42%,-,-,-,3.06%,-,-,-,-,Upgrade
Payout Ratio,13.10%,13.10%,7.00%,0.00%,0.00%,0.00%,23.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,2.36%,-,-,1.50%,0.87%,4.56%,-8.22%,-,-,-,-12.63%,Upgrade
Total Shareholder Return,5.42%,2.95%,1.42%,1.50%,0.87%,4.56%,-5.16%,-,-,-,-12.63%,Upgrade
