Year,Current,2022,2021
Market Capitalization,117,296,285
Market Cap Growth,-,3.88%,-
Enterprise Value,117,296,284
PE Ratio,27.08,26.33,32.98
PB Ratio,-28.25,-28.25,-15.54
P/FCF Ratio,-488.46,-488.46,-340.22
P/OCF Ratio,-488.46,-488.46,-340.22
EV/EBITDA Ratio,10.43,26.32,32.89
EV/EBIT Ratio,10.43,26.32,32.89
EV/FCF Ratio,-488.26,-488.26,-339.33
Current Ratio,0.28,0.28,3.30
Return on Equity (ROE),-92.10%,-92.10%,-
Return on Assets (ROA),4.80%,4.80%,-
Return on Capital (ROIC),4.80%,4.80%,-
Earnings Yield,9.58%,3.80%,3.03%
FCF Yield,-0.52%,-0.20%,-0.29%
Buyback Yield / Dilution,-161.83%,-161.83%,-
Total Shareholder Return,-161.83%,-161.83%,-
