Year,Current,2022,2021
Market Capitalization,206,201,195
Market Cap Growth,-,3.12%,-
Enterprise Value,205,201,194
PE Ratio,59.62,58.66,191.64
PB Ratio,-34.09,-34.09,-24.34
P/FCF Ratio,-171.98,-171.98,-227.10
P/OCF Ratio,-171.98,-171.98,-227.10
EV/EBITDA Ratio,53.00,51.82,190.31
EV/EBIT Ratio,53.00,51.82,190.31
EV/FCF Ratio,-171.70,-171.70,-225.52
Current Ratio,0.69,0.69,4.00
Return on Equity (ROE),-54.80%,-54.80%,-24.00%
Return on Assets (ROA),2.20%,2.20%,1.30%
Return on Capital (ROIC),2.50%,2.50%,1.30%
Earnings Yield,1.67%,1.70%,0.52%
FCF Yield,-0.57%,-0.58%,-0.44%
Buyback Yield / Dilution,-105.05%,-105.05%,-
Total Shareholder Return,-105.05%,-105.05%,-
