Year,Current,2022,2021
Market Capitalization,330,-,-
Enterprise Value,623,293,198
PE Ratio,12.40,-,-
PS Ratio,2.57,-,-
PB Ratio,1.21,-,-
P/FCF Ratio,7.14,-,-
P/OCF Ratio,5.40,-,-
EV/Sales Ratio,4.86,2.28,1.72
EV/EBITDA Ratio,11.25,5.29,4.53
EV/EBIT Ratio,11.91,5.60,4.89
EV/FCF Ratio,13.47,6.33,3.50
Debt / Equity Ratio,1.25,1.25,0.71
Debt / EBITDA Ratio,6.20,6.20,6.30
Debt / FCF Ratio,7.42,7.42,4.87
Asset Turnover,0.04,0.04,-
Return on Equity (ROE),13.30%,13.30%,-
Return on Assets (ROA),1.20%,1.20%,-
Return on Capital (ROIC),1.40%,1.40%,-
Earnings Yield,13.34%,-,-
FCF Yield,14.01%,-,-
Dividend Yield,2.90%,-,-
Total Shareholder Return,2.90%,-,-
