Year,Current,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1995
Market Capitalization,615,568,440,213,363,276,270,218,722,531,437,Upgrade
Market Cap Growth,-,28.96%,106.96%,-41.33%,31.61%,2.04%,23.83%,-69.78%,35.95%,21.43%,23.11%,Upgrade
Enterprise Value,"1,199","1,085",790,502,569,363,273,122,496,443,355,Upgrade
PE Ratio,12.87,13.26,8.65,-9.52,10.97,7.01,11.50,-40.38,13.50,4.74,4.05,Upgrade
PS Ratio,5.91,6.91,6.47,3.43,6.99,7.84,11.50,23.80,72.53,42.10,40.34,Upgrade
PB Ratio,1.09,1.35,1.31,0.78,1.11,0.89,0.95,0.80,0.94,0.69,0.66,Upgrade
P/FCF Ratio,-2.13,-3.07,-6.45,-4.44,-3.83,-4.31,-3.01,-1.96,3.71,63.08,4.69,Upgrade
P/OCF Ratio,-2.13,-3.11,-6.45,-4.44,-3.83,-4.31,-3.01,-1.96,3.71,63.08,4.69,Upgrade
EV/Sales Ratio,11.63,13.20,11.61,8.10,10.96,10.33,11.61,13.33,49.83,35.10,32.79,Upgrade
EV/EBITDA Ratio,26.89,22.11,13.73,-29.20,16.10,9.01,10.47,-18.52,9.22,3.98,3.28,Upgrade
EV/EBIT Ratio,28.56,23.16,14.22,-25.62,16.76,9.22,10.66,-18.28,9.23,3.98,3.28,Upgrade
EV/FCF Ratio,-4.61,-5.87,-11.57,-10.48,-6.01,-5.68,-3.04,-1.09,2.55,52.60,3.81,Upgrade
Debt / Equity Ratio,1.09,1.26,1.13,1.11,0.66,0.31,0.09,-,-,-,-,Upgrade
Debt / EBITDA Ratio,13.72,10.77,6.63,-17.63,6.12,2.37,0.96,-,-,-,-,Upgrade
Debt / FCF Ratio,-2.58,-2.86,-5.59,-6.33,-2.28,-1.49,-0.28,-,-,-,-,Upgrade
Asset Turnover,0.10,0.09,0.10,0.11,0.10,0.09,0.08,0.02,0.01,0.02,0.02,Upgrade
Return on Equity (ROE),7.20%,11.00%,16.80%,-7.20%,10.50%,13.20%,8.40%,-1.40%,7.00%,15.30%,17.70%,Upgrade
Return on Assets (ROA),3.20%,4.80%,7.50%,-3.80%,6.50%,10.30%,7.70%,-1.30%,6.80%,15.20%,17.50%,Upgrade
Return on Capital (ROIC),2.60%,3.40%,5.40%,-2.40%,5.00%,9.20%,9.70%,-2.70%,8.80%,16.70%,19.70%,Upgrade
Earnings Yield,5.68%,7.54%,11.56%,-10.51%,9.12%,14.27%,8.69%,-2.48%,7.41%,21.11%,24.67%,Upgrade
FCF Yield,-38.96%,-32.53%,-15.50%,-22.54%,-26.12%,-23.18%,-33.17%,-51.14%,26.93%,1.59%,21.33%,Upgrade
Dividend Yield,12.82%,10.14%,8.87%,23.27%,10.48%,5.80%,4.65%,1.01%,0.43%,0.58%,18.38%,Upgrade
Payout Ratio,159.10%,134.80%,76.80%,-221.80%,92.70%,40.40%,53.40%,-40.00%,5.80%,2.70%,-,Upgrade
Buyback Yield / Dilution,-33.92%,-19.83%,-5.89%,-7.56%,-3.69%,-1.65%,-0.98%,-1.24%,-1.52%,-0.17%,-1.22%,Upgrade
Total Shareholder Return,-20.99%,-9.69%,2.98%,15.71%,6.78%,4.15%,3.67%,-0.23%,-1.09%,0.41%,17.16%,Upgrade
