Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"41,980","43,938","38,483","35,557","35,349","31,720","37,124","34,774","34,334","35,078","32,963",Upgrade
Market Cap Growth,-,14.17%,8.23%,0.59%,11.44%,-14.56%,6.76%,1.28%,-2.12%,6.42%,20.32%,Upgrade
Enterprise Value,"48,720","50,431","45,012","41,386","41,413","37,911","43,351","40,904","40,298","41,053","39,015",Upgrade
PE Ratio,15.59,15.46,10.51,13.18,13.48,12.57,18.06,11.54,9.98,9.50,8.97,Upgrade
PS Ratio,1.12,1.19,1.11,1.11,1.12,1.05,1.28,1.26,1.28,1.29,1.26,Upgrade
PB Ratio,1.83,2.04,1.33,1.22,1.36,1.39,1.56,1.50,1.46,1.41,1.33,Upgrade
P/FCF Ratio,6.79,6.80,5.29,5.45,6.79,7.24,8.95,7.78,10.00,9.50,8.64,Upgrade
P/OCF Ratio,6.79,6.80,5.29,5.45,6.79,7.24,8.95,7.78,10.00,9.50,8.64,Upgrade
EV/Sales Ratio,1.29,1.37,1.29,1.29,1.31,1.25,1.50,1.48,1.50,1.51,1.49,Upgrade
EV/EBITDA Ratio,14.11,13.61,9.38,11.57,11.89,11.44,13.99,9.26,7.88,7.52,7.35,Upgrade
EV/EBIT Ratio,14.11,13.61,9.38,11.57,11.89,11.44,13.99,9.26,7.88,7.52,7.35,Upgrade
EV/FCF Ratio,7.84,7.80,6.19,6.35,7.96,8.66,10.45,9.15,11.74,11.12,10.22,Upgrade
Debt / Equity Ratio,0.32,0.34,0.25,0.22,0.25,0.29,0.28,0.28,0.27,0.26,0.26,Upgrade
Debt / EBITDA Ratio,2.11,1.97,1.52,1.83,1.88,1.98,2.12,1.46,1.24,1.16,1.20,Upgrade
Debt / FCF Ratio,1.17,1.13,1.00,1.00,1.26,1.50,1.58,1.44,1.85,1.72,1.66,Upgrade
Asset Turnover,0.33,0.32,0.29,0.28,0.29,0.29,0.28,0.27,0.26,0.26,0.25,Upgrade
Return on Equity (ROE),12.80%,12.60%,12.80%,9.90%,10.40%,11.10%,8.70%,12.50%,14.20%,14.60%,14.70%,Upgrade
Return on Assets (ROA),2.40%,2.40%,3.10%,2.40%,2.40%,2.40%,2.00%,3.00%,3.40%,3.50%,3.60%,Upgrade
Return on Capital (ROIC),2.90%,3.10%,3.90%,3.10%,3.10%,3.10%,2.90%,4.20%,4.90%,5.10%,5.00%,Upgrade
Earnings Yield,6.63%,6.47%,9.52%,7.59%,7.42%,7.95%,5.54%,8.67%,10.02%,10.53%,11.14%,Upgrade
FCF Yield,14.72%,14.71%,18.90%,18.33%,14.72%,13.81%,11.17%,12.85%,10.00%,10.53%,11.58%,Upgrade
Dividend Yield,2.05%,2.00%,2.27%,2.41%,2.40%,2.58%,2.12%,2.19%,2.18%,2.10%,2.23%,Upgrade
Payout Ratio,31.40%,30.80%,23.90%,31.90%,32.30%,32.30%,38.30%,25.20%,21.70%,19.90%,19.90%,Upgrade
Buyback Yield / Dilution,3.82%,4.43%,1.49%,2.94%,2.78%,3.16%,4.26%,7.30%,8.35%,8.50%,3.98%,Upgrade
Total Shareholder Return,5.85%,6.43%,3.77%,5.35%,5.18%,5.74%,6.38%,9.49%,10.53%,10.60%,6.20%,Upgrade
