Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Market Capitalization,919,"1,531","1,768","1,345","1,883","1,527","2,473","2,960","1,370","1,143","1,315",Upgrade
Market Cap Growth,-,-13.44%,31.48%,-28.57%,23.27%,-38.24%,-16.47%,116.09%,19.83%,-13.07%,45.64%,Upgrade
Enterprise Value,"1,208","2,272","2,119","1,578","2,144","2,158","3,311","3,380","1,646","1,206","1,483",Upgrade
PE Ratio,4.67,7.01,8.64,12.06,11.01,8.06,17.73,26.03,14.85,12.90,16.09,Upgrade
PS Ratio,1.52,2.47,3.11,3.16,3.70,2.86,4.66,7.29,4.44,3.83,4.77,Upgrade
PB Ratio,0.45,0.76,0.85,0.66,0.93,0.80,1.28,1.60,1.46,1.30,1.63,Upgrade
P/FCF Ratio,2.50,3.21,5.58,8.36,10.62,7.17,12.76,25.46,14.10,8.85,10.52,Upgrade
P/OCF Ratio,2.43,3.15,5.45,8.11,10.24,6.94,12.15,22.67,12.67,8.43,9.80,Upgrade
EV/Sales Ratio,1.99,3.66,3.73,3.70,4.21,4.05,6.24,8.32,5.33,4.05,5.38,Upgrade
EV/EBITDA Ratio,4.25,7.19,7.03,10.21,9.36,8.52,13.30,17.82,10.91,9.04,12.08,Upgrade
EV/EBIT Ratio,4.53,7.67,7.70,11.09,9.47,8.45,12.55,17.68,10.59,8.23,11.05,Upgrade
EV/FCF Ratio,3.28,4.77,6.69,9.80,12.10,10.13,17.08,29.07,16.94,9.34,11.86,Upgrade
Debt / Equity Ratio,1.22,0.62,0.33,0.30,0.49,0.59,0.69,0.46,0.61,0.59,0.60,Upgrade
Debt / EBITDA Ratio,8.79,3.95,2.26,3.96,4.32,4.42,5.34,4.52,3.81,3.94,3.95,Upgrade
Debt / FCF Ratio,6.80,2.62,2.15,3.80,5.58,5.25,6.86,7.37,5.91,4.07,3.87,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,Upgrade
Return on Equity (ROE),9.80%,10.90%,9.90%,5.50%,8.50%,9.90%,7.30%,8.10%,10.00%,10.30%,10.30%,Upgrade
Return on Assets (ROA),1.00%,1.20%,1.20%,0.70%,1.10%,1.30%,1.00%,1.00%,1.20%,1.30%,1.30%,Upgrade
Return on Capital (ROIC),1.40%,1.60%,1.60%,0.90%,1.50%,1.70%,1.90%,1.80%,2.00%,2.10%,2.20%,Upgrade
Earnings Yield,21.41%,14.26%,11.57%,8.29%,9.08%,12.41%,5.64%,3.84%,6.73%,7.75%,6.22%,Upgrade
FCF Yield,40.07%,31.13%,17.93%,11.97%,9.41%,13.96%,7.84%,3.93%,7.09%,11.29%,9.51%,Upgrade
Dividend Yield,7.31%,4.37%,3.81%,5.13%,3.77%,4.55%,2.74%,2.06%,2.44%,2.43%,1.51%,Upgrade
Payout Ratio,34.10%,30.80%,33.50%,62.20%,41.50%,37.50%,48.50%,40.90%,36.20%,31.50%,24.30%,Upgrade
Buyback Yield / Dilution,0.51%,0.60%,2.48%,2.71%,1.61%,4.96%,-0.19%,-69.99%,-0.07%,-0.29%,-1.57%,Upgrade
Total Shareholder Return,7.82%,4.97%,6.29%,7.85%,5.38%,9.51%,2.54%,-67.94%,2.37%,2.14%,-0.06%,Upgrade
