Year,Current,2022,2021
Market Capitalization,18,-,-
Enterprise Value,18,0,0
PB Ratio,1107.23,-,-
EV/EBITDA Ratio,-69.61,-69.61,-
EV/EBIT Ratio,-69.61,-69.61,-
EV/FCF Ratio,-38.96,-38.96,-
Debt / Equity Ratio,9.38,9.38,8.26
Debt / EBITDA Ratio,-69.61,-69.61,-
Debt / FCF Ratio,-38.96,-38.96,-
Current Ratio,0.00,0.00,0
Return on Equity (ROE),-12.60%,-12.60%,0.00%
Return on Assets (ROA),-0.50%,-0.50%,0.00%
Return on Capital (ROIC),-1.30%,-1.30%,0.00%
Earnings Yield,-0.01%,-,-
FCF Yield,-0.02%,-,-
Buyback Yield / Dilution,2.74%,-,
Total Shareholder Return,2.74%,-,
