Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,22,28,19,10,5,5,5,4,4,10,12,Upgrade
Market Cap Growth,-,48.90%,86.93%,86.16%,-1.81%,4.91%,24.75%,16.49%,-63.46%,-18.15%,-21.19%,Upgrade
Enterprise Value,-37,-32,-20,-19,13,27,19,15,19,26,27,Upgrade
PE Ratio,4.28,6.88,2.95,-12.72,-4.86,6.84,-8.80,-10.50,-21.89,6.09,-1.69,Upgrade
PS Ratio,1.29,1.81,1.86,2.33,1.58,1.11,1.45,1.17,0.88,1.93,9.10,Upgrade
PB Ratio,0.33,0.44,0.48,0.56,0.74,1.02,2.04,1.35,1.20,3.28,-55.25,Upgrade
P/FCF Ratio,2.64,2.76,4.17,-6.00,-7.45,-25.91,10.90,9.24,5.92,8.35,-3.80,Upgrade
P/OCF Ratio,2.48,2.67,4.94,-6.82,-9.57,226.71,9.10,7.55,5.69,7.50,-4.02,Upgrade
EV/Sales Ratio,-2.04,-2.08,-2.05,-4.35,3.91,5.60,5.38,4.36,4.61,5.16,20.29,Upgrade
EV/EBITDA Ratio,-5.46,-5.35,-6.07,40.77,-14.90,28.64,-43.69,-64.29,-57.48,14.63,-4.06,Upgrade
EV/EBIT Ratio,-5.91,-5.91,-6.67,23.72,-11.51,34.36,-32.64,-38.96,-38.80,16.23,-3.94,Upgrade
EV/FCF Ratio,-4.16,-3.18,-4.59,11.19,-18.49,-130.25,40.38,34.29,31.08,22.26,-8.48,Upgrade
Debt / Equity Ratio,0.44,0.20,0.52,1.47,2.34,5.63,10.10,9.38,8.61,9.52,-132.19,Upgrade
Debt / EBITDA Ratio,4.53,2.06,5.91,-57.44,-18.93,31.30,-58.41,-120.47,-78.33,15.92,-4.35,Upgrade
Debt / FCF Ratio,3.45,1.22,4.46,-15.76,-23.50,-142.36,53.99,64.25,42.35,24.24,-9.10,Upgrade
Asset Turnover,0.03,0.03,0.03,0.02,0.03,0.05,0.03,0.03,0.03,0.04,0.01,Upgrade
Return on Equity (ROE),7.60%,7.60%,20.60%,-6.40%,-19.80%,16.70%,-22.10%,-12.10%,-5.30%,75.70%,-312.60%,Upgrade
Return on Assets (ROA),0.80%,0.80%,2.00%,-0.40%,-0.90%,0.80%,-0.50%,-0.30%,-0.10%,1.30%,-5.40%,Upgrade
Return on Capital (ROIC),1.10%,1.20%,1.20%,-0.40%,-0.90%,0.70%,-0.50%,-0.30%,-0.30%,1.10%,-4.50%,Upgrade
Earnings Yield,19.92%,14.53%,33.86%,-7.86%,-20.59%,14.63%,-11.36%,-9.53%,-4.57%,16.43%,-59.29%,Upgrade
FCF Yield,37.94%,36.26%,24.01%,-16.67%,-13.42%,-3.86%,9.18%,10.82%,16.90%,11.98%,-26.29%,Upgrade
Buyback Yield / Dilution,-48.04%,-43.08%,-60.29%,-53.02%,-6.35%,-64.36%,-0.33%,-14.64%,-3.20%,-16.46%,-3.33%,Upgrade
Total Shareholder Return,-48.04%,-43.08%,-60.29%,-53.02%,-6.35%,-64.36%,-0.33%,-14.64%,-3.20%,-16.46%,-3.33%,Upgrade
