Year,Current,2022,2021
Market Capitalization,208,436,417
Market Cap Growth,-,4.34%,-
Enterprise Value,208,436,417
PE Ratio,74.64,72.81,81.40
PB Ratio,-37.91,-37.91,-19.04
P/FCF Ratio,-304.66,-304.66,-204.53
P/OCF Ratio,-304.66,-304.66,-204.53
EV/EBITDA Ratio,34.83,72.93,81.34
EV/EBIT Ratio,34.83,72.93,81.34
EV/FCF Ratio,-305.19,-305.19,-204.40
Debt / Equity Ratio,-0.07,-0.07,-
Debt / EBITDA Ratio,0.14,0.14,-
Debt / FCF Ratio,-0.58,-0.58,-
Current Ratio,0.03,0.03,0.39
Return on Equity (ROE),-35.30%,-35.30%,-62.90%
Return on Assets (ROA),1.70%,1.70%,1.50%
Return on Capital (ROIC),1.70%,1.70%,1.50%
Earnings Yield,2.88%,1.37%,1.23%
FCF Yield,-0.69%,-0.33%,-0.49%
Buyback Yield / Dilution,-15.71%,-15.71%,-
Total Shareholder Return,-15.71%,-15.71%,-
