Year,Current,2022,2021
Market Capitalization,89,86,-
Enterprise Value,22,19,0
PE Ratio,605.70,605.70,-
PB Ratio,-40.22,-40.22,-
P/FCF Ratio,-136.79,-136.79,-
P/OCF Ratio,-136.79,-136.79,-
EV/EBITDA Ratio,75.80,65.07,-165.58
EV/EBIT Ratio,75.80,65.07,-165.58
EV/FCF Ratio,-30.19,-30.19,-109.24
Debt / Equity Ratio,-,-,14.80
Debt / EBITDA Ratio,-,-,-257.92
Debt / FCF Ratio,-,-,-170.15
Current Ratio,26.42,26.42,1.07
Return on Equity (ROE),-10.60%,-10.60%,-
Return on Assets (ROA),0.30%,0.30%,-
Return on Capital (ROIC),0.60%,0.60%,-
Earnings Yield,0.16%,0.17%,-
FCF Yield,-0.71%,-0.73%,-
Buyback Yield / Dilution,-296.42%,-296.42%,-
Total Shareholder Return,-296.42%,-296.42%,-
