Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,"3,354","7,812","23,195","31,184","34,305","27,696","37,305","27,926","34,693","39,901","40,159",Upgrade
Market Cap Growth,-,-66.32%,-25.62%,-9.10%,23.87%,-25.76%,33.59%,-19.51%,-13.05%,-0.64%,33.99%,Upgrade
Enterprise Value,"133,421","137,915","84,099","120,433","142,865","129,398","155,126","155,899","194,521","234,609","235,294",Upgrade
PE Ratio,-1.00,-1.00,-12.79,10.28,9.73,13.41,-36.99,-9.65,-11.77,21.14,15.41,Upgrade
PS Ratio,0.21,0.49,0.93,1.23,1.48,1.30,1.74,1.29,1.46,1.51,1.39,Upgrade
PB Ratio,0.07,0.16,0.48,0.64,0.76,0.62,0.87,0.62,0.78,0.90,0.85,Upgrade
P/FCF Ratio,0.25,0.59,0.59,-3.83,-1.79,2.30,-3.79,1.02,2.48,-2.12,1.69,Upgrade
P/OCF Ratio,0.22,0.53,0.57,-4.55,-1.92,2.11,-4.27,0.98,2.30,-2.25,1.62,Upgrade
EV/Sales Ratio,8.32,8.60,3.37,4.73,6.16,6.06,7.24,7.18,8.17,8.88,8.12,Upgrade
EV/EBITDA Ratio,-39.53,-39.53,-122.64,30.54,29.40,37.46,86.03,-64.31,-80.27,71.03,58.27,Upgrade
EV/EBIT Ratio,-39.53,-39.53,-122.64,30.54,29.40,37.46,86.03,-64.31,-80.27,71.03,58.27,Upgrade
EV/FCF Ratio,10.02,10.36,2.15,-14.77,-7.45,10.73,-15.77,5.69,13.90,-12.47,9.91,Upgrade
Debt / Equity Ratio,4.21,4.21,5.04,5.13,4.76,4.57,5.38,5.77,5.70,6.23,5.79,Upgrade
Debt / EBITDA Ratio,-58.53,-58.53,-355.07,63.10,44.11,59.34,128.22,-106.53,-104.45,83.52,67.81,Upgrade
Debt / FCF Ratio,15.34,15.34,6.24,-30.52,-11.18,17.00,-23.51,9.42,18.09,-14.67,11.53,Upgrade
Asset Turnover,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),-16.40%,-16.40%,-3.80%,6.20%,7.80%,4.70%,-2.30%,-6.30%,-6.70%,4.40%,6.00%,Upgrade
Return on Assets (ROA),-1.10%,-1.10%,-0.20%,0.30%,0.40%,0.30%,-0.10%,-0.30%,-0.30%,0.20%,0.30%,Upgrade
Return on Capital (ROIC),-0.40%,-0.40%,-0.10%,0.40%,0.50%,0.40%,0.20%,-0.20%,-0.20%,0.30%,0.30%,Upgrade
Earnings Yield,-236.36%,-100.39%,-7.82%,9.73%,10.27%,7.46%,-2.70%,-10.37%,-8.49%,4.73%,6.49%,Upgrade
FCF Yield,401.29%,170.43%,168.29%,-26.14%,-55.90%,43.54%,-26.36%,98.19%,40.33%,-47.13%,59.13%,Upgrade
Dividend Yield,21.05%,1.74%,0.56%,1.15%,1.96%,2.39%,-,5.13%,3.44%,3.13%,0.35%,Upgrade
Payout Ratio,-1.90%,-1.90%,-7.80%,12.70%,19.00%,32.30%,0.00%,-54.10%,-45.20%,74.40%,8.30%,Upgrade
Buyback Yield / Dilution,-0.76%,-6.80%,1.24%,4.48%,-0.01%,-22.03%,-7.09%,-22.00%,-0.54%,-22.97%,-6.02%,Upgrade
Total Shareholder Return,20.52%,-5.05%,1.80%,5.63%,1.95%,-19.63%,-7.09%,-16.88%,2.90%,-19.83%,-5.67%,Upgrade
