Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Market Capitalization,414,397,391,815,"1,654","1,427","1,259",478,534,331,302,Upgrade
Market Cap Growth,-,1.69%,-52.04%,-50.71%,15.88%,13.30%,163.37%,-10.43%,61.23%,9.77%,-8.19%,Upgrade
Enterprise Value,301,282,188,594,"1,412","1,079",815,34,47,-121,-119,Upgrade
PE Ratio,28.71,27.63,9.97,19.87,61.27,16.17,18.55,21.01,16.50,12.68,19.13,Upgrade
PS Ratio,1.04,1.00,0.77,1.63,3.12,2.84,2.04,0.81,1.41,0.95,1.04,Upgrade
PB Ratio,1.79,1.71,1.36,2.91,5.99,3.75,2.15,1.00,1.05,0.64,0.60,Upgrade
P/FCF Ratio,45.46,43.42,25.94,13.76,72.94,19.67,63.42,206.11,12.59,8.01,12.20,Upgrade
P/OCF Ratio,21.05,20.11,19.82,13.25,64.91,18.82,54.77,37.56,12.32,7.84,9.84,Upgrade
EV/Sales Ratio,0.75,0.71,0.37,1.19,2.67,2.15,1.32,0.06,0.12,-0.35,-0.41,Upgrade
EV/EBITDA Ratio,8.35,7.83,2.61,8.35,23.56,8.66,8.12,1.07,1.15,-3.24,-4.32,Upgrade
EV/EBIT Ratio,14.84,13.92,3.53,11.04,29.69,8.94,8.74,1.26,1.30,-4.02,-5.89,Upgrade
EV/FCF Ratio,32.87,30.84,12.50,10.02,62.27,14.88,41.06,14.54,1.11,-2.92,-4.82,Upgrade
Debt / Equity Ratio,0.11,0.11,0.12,0.10,0.09,-,-,-,-,-,-,Upgrade
Debt / EBITDA Ratio,0.69,0.69,0.47,0.41,0.44,-,-,-,-,-,-,Upgrade
Debt / FCF Ratio,2.70,2.70,2.23,0.49,1.15,-,-,-,-,-,-,Upgrade
Current Ratio,2.41,2.41,2.49,2.49,2.83,3.38,6.24,4.95,7.19,9.84,9.36,Upgrade
Asset Turnover,0.94,0.94,1.03,0.99,0.96,0.77,0.86,0.99,0.65,0.58,0.51,Upgrade
Return on Equity (ROE),6.20%,6.20%,13.40%,14.40%,8.30%,18.20%,12.20%,4.80%,6.50%,5.10%,3.20%,Upgrade
Return on Assets (ROA),3.40%,3.40%,7.90%,8.20%,4.90%,13.60%,9.50%,3.80%,5.50%,4.40%,2.80%,Upgrade
Return on Capital (ROIC),8.90%,8.90%,19.90%,18.00%,14.30%,28.40%,19.20%,6.40%,14.40%,16.90%,17.20%,Upgrade
Earnings Yield,3.46%,3.62%,10.03%,5.03%,1.63%,6.19%,5.39%,4.76%,6.06%,7.89%,5.23%,Upgrade
FCF Yield,2.20%,2.30%,3.85%,7.27%,1.37%,5.08%,1.58%,0.49%,7.94%,12.48%,8.20%,Upgrade
Dividend Yield,40.55%,40.55%,192.38%,138.40%,76.03%,82.61%,32.05%,-,-,-,-,Upgrade
Payout Ratio,58.10%,58.10%,97.40%,137.30%,236.80%,67.00%,29.40%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.02%,-0.02%,0.00%,1.73%,11.90%,1.62%,-4.33%,-0.46%,-18.84%,-1.20%,0.47%,Upgrade
Total Shareholder Return,-0.02%,40.53%,192.38%,140.13%,87.93%,84.23%,27.71%,-0.46%,-18.84%,-1.20%,0.47%,Upgrade
