Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"3,808","5,452","4,687","4,204","3,926","3,210","3,648","3,536","2,574","2,592","1,586",Upgrade
Market Cap Growth,-,16.32%,11.49%,7.09%,22.30%,-12.02%,3.18%,37.40%,-0.70%,63.46%,29.57%,Upgrade
Enterprise Value,"4,929","6,710","1,962","3,075","5,362","4,040","3,824","3,483","3,154","3,380","2,175",Upgrade
PE Ratio,9.60,14.36,12.75,14.55,15.09,12.52,24.23,24.04,18.65,19.95,18.52,Upgrade
PS Ratio,3.63,5.29,4.49,4.48,5.55,4.62,5.59,7.51,5.91,5.96,5.00,Upgrade
PB Ratio,0.83,1.21,0.99,0.98,1.17,0.99,1.13,1.58,1.50,1.57,1.52,Upgrade
P/FCF Ratio,6.55,7.32,7.87,33.43,27.82,10.82,15.23,21.56,15.09,16.71,11.62,Upgrade
P/OCF Ratio,6.40,7.17,7.69,29.94,25.83,10.92,14.37,20.71,14.71,16.99,11.15,Upgrade
EV/Sales Ratio,4.69,6.51,1.88,3.28,7.58,5.81,5.86,7.40,7.25,7.77,6.86,Upgrade
EV/EBITDA Ratio,9.47,13.43,4.17,8.96,18.20,13.20,14.53,16.28,15.45,17.20,15.91,Upgrade
EV/EBIT Ratio,9.92,14.10,4.24,8.55,16.53,12.35,13.43,15.64,15.50,17.34,17.40,Upgrade
EV/FCF Ratio,8.48,9.01,3.29,24.45,37.99,13.62,15.96,21.24,18.50,21.79,15.95,Upgrade
Debt / Equity Ratio,0.66,0.54,0.22,0.25,0.68,0.57,0.57,0.62,0.84,0.93,0.97,Upgrade
Debt / EBITDA Ratio,5.84,4.87,2.19,3.15,7.72,6.05,7.00,6.46,7.04,7.84,7.36,Upgrade
Debt / FCF Ratio,5.23,3.27,1.73,8.59,16.11,6.24,7.69,8.42,8.44,9.93,7.38,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),8.80%,8.40%,8.20%,7.20%,7.80%,7.90%,5.00%,7.30%,8.10%,7.90%,8.40%,Upgrade
Return on Assets (ROA),1.30%,1.30%,1.30%,1.20%,1.30%,1.30%,0.80%,1.10%,1.10%,1.10%,1.00%,Upgrade
Return on Capital (ROIC),1.80%,1.80%,2.00%,1.60%,1.70%,1.80%,1.70%,1.60%,1.70%,1.60%,1.50%,Upgrade
Earnings Yield,10.41%,6.96%,7.85%,6.87%,6.63%,7.99%,4.13%,4.16%,5.36%,5.01%,5.40%,Upgrade
FCF Yield,15.27%,13.66%,12.71%,2.99%,3.60%,9.24%,6.57%,4.64%,6.63%,5.99%,8.60%,Upgrade
Dividend Yield,5.10%,3.57%,3.90%,4.00%,3.55%,4.42%,3.57%,2.76%,3.49%,3.34%,3.98%,Upgrade
Payout Ratio,49.00%,51.20%,49.60%,58.30%,53.70%,55.30%,86.40%,66.00%,64.80%,66.30%,73.50%,Upgrade
Buyback Yield / Dilution,1.17%,-4.33%,-7.85%,-17.91%,2.35%,-6.55%,-32.48%,-6.13%,-2.92%,-34.15%,-0.25%,Upgrade
Total Shareholder Return,6.27%,-0.76%,-3.95%,-13.91%,5.90%,-2.13%,-28.91%,-3.37%,0.57%,-30.81%,3.72%,Upgrade
