Year,Current,2022,2021
Market Capitalization,266,260,248
Market Cap Growth,-,4.66%,-
Enterprise Value,266,260,247
PE Ratio,25.20,24.42,99.96
PB Ratio,-23.53,-23.53,-13.48
P/FCF Ratio,-279.78,-279.78,-1328.80
P/OCF Ratio,-279.78,-279.78,-1328.80
EV/EBITDA Ratio,25.02,24.41,99.57
EV/EBIT Ratio,25.02,24.41,99.57
EV/FCF Ratio,-279.76,-279.76,-1323.62
Current Ratio,1.63,1.63,10.43
Return on Equity (ROE),-78.30%,-78.30%,-
Return on Assets (ROA),5.10%,5.10%,-
Return on Capital (ROIC),5.10%,5.10%,-
Earnings Yield,4.00%,4.10%,1.00%
FCF Yield,-0.35%,-0.36%,-0.08%
Buyback Yield / Dilution,-190.77%,-190.77%,-
Total Shareholder Return,-190.77%,-190.77%,-
