Year,Current,2022,2021
Market Capitalization,165,268,194
Market Cap Growth,-,37.72%,-
Enterprise Value,165,267,193
PE Ratio,535.50,-240.68,-1069.55
PB Ratio,-17.92,-31.53,-43.75
P/FCF Ratio,-210.35,-353.67,-273.22
P/OCF Ratio,-210.35,-353.67,-273.22
EV/EBITDA Ratio,472.05,-240.44,-1063.89
EV/EBIT Ratio,472.05,-240.44,-1063.89
EV/FCF Ratio,-210.17,-353.31,-271.78
Current Ratio,0.04,0.13,21.34
Return on Equity (ROE),-4.50%,16.50%,-
Return on Assets (ROA),0.20%,-0.50%,-
Return on Capital (ROIC),0.20%,-0.50%,-
Earnings Yield,0.21%,-0.42%,-0.09%
FCF Yield,-0.47%,-0.28%,-0.37%
Buyback Yield / Dilution,21.06%,-249.64%,-
Total Shareholder Return,21.06%,-249.64%,-
