Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,43,50,66,56,72,50,78,67,54,53,44,Upgrade
Market Cap Growth,-,-23.24%,18.03%,-22.92%,44.31%,-35.65%,15.86%,24.55%,1.06%,21.38%,36.11%,Upgrade
Enterprise Value,40,49,25,-29,15,-7,61,69,22,25,2,Upgrade
PE Ratio,6.61,7.35,14.77,20.57,15.82,20.10,-189.27,54.85,20.77,15.03,11.19,Upgrade
PS Ratio,1.11,1.36,1.71,1.47,1.83,1.40,2.50,2.25,1.69,1.57,1.21,Upgrade
PB Ratio,0.48,0.59,0.73,0.64,0.85,0.63,1.02,0.88,0.70,0.71,0.63,Upgrade
P/FCF Ratio,3.65,4.48,7.30,10.84,8.88,7.68,-21.36,231.52,14.43,7.78,4.17,Upgrade
P/OCF Ratio,3.28,4.03,6.69,9.14,6.38,6.21,11.52,8.21,7.28,6.23,4.02,Upgrade
EV/Sales Ratio,1.08,1.33,0.65,-0.76,0.38,-0.21,1.97,2.30,0.70,0.72,0.07,Upgrade
EV/EBITDA Ratio,3.66,4.52,3.23,-5.11,1.92,-1.47,16.31,29.14,5.02,3.98,0.40,Upgrade
EV/EBIT Ratio,4.43,5.47,4.38,-8.15,2.61,-2.17,23.35,49.34,6.26,4.58,0.45,Upgrade
EV/FCF Ratio,3.54,4.38,2.79,-5.60,1.86,-1.13,-16.82,237.00,5.94,3.59,0.23,Upgrade
Debt / Equity Ratio,0.36,0.36,0.23,0.12,0.12,0.01,0.34,0.33,0.16,0.07,0.09,Upgrade
Debt / EBITDA Ratio,2.82,2.82,2.67,1.78,1.27,0.11,6.81,10.65,2.80,0.88,1.01,Upgrade
Debt / FCF Ratio,2.73,2.73,2.30,1.95,1.23,0.08,-7.03,86.62,3.31,0.79,0.59,Upgrade
Asset Turnover,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,Upgrade
Return on Equity (ROE),8.10%,8.10%,5.00%,3.20%,5.50%,3.20%,-0.50%,1.60%,3.40%,4.80%,5.70%,Upgrade
Return on Assets (ROA),0.70%,0.70%,0.50%,0.30%,0.60%,0.30%,-0.10%,0.20%,0.50%,0.60%,0.70%,Upgrade
Return on Capital (ROIC),0.90%,0.90%,0.70%,0.50%,0.80%,0.50%,0.40%,0.20%,0.70%,1.00%,1.10%,Upgrade
Earnings Yield,16.71%,13.61%,6.77%,4.86%,6.32%,4.97%,-0.53%,1.82%,4.81%,6.65%,8.94%,Upgrade
FCF Yield,27.43%,22.33%,13.70%,9.23%,11.26%,13.01%,-4.68%,0.43%,6.93%,12.85%,23.99%,Upgrade
Dividend Yield,2.29%,1.61%,1.14%,1.33%,0.78%,1.01%,0.63%,0.72%,0.90%,0.34%,-,Upgrade
Payout Ratio,12.40%,12.40%,17.10%,27.90%,12.70%,20.00%,-114.30%,40.00%,19.00%,5.20%,0.00%,Upgrade
Buyback Yield / Dilution,6.53%,6.53%,-0.67%,0.73%,1.18%,-3.61%,-0.56%,-,-0.15%,-0.14%,-0.05%,Upgrade
Total Shareholder Return,8.81%,8.14%,0.46%,2.07%,1.96%,-2.60%,0.06%,0.72%,0.74%,0.20%,-0.05%,Upgrade
