Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Market Capitalization,"9,036","7,462","7,674","8,946","10,869","14,086","14,732","10,303","8,310","9,290","11,104",Upgrade
Market Cap Growth,-,-2.76%,-14.22%,-17.69%,-22.84%,-4.38%,42.98%,23.98%,-10.55%,-16.33%,-17.27%,Upgrade
Enterprise Value,"19,528","17,955","15,372","26,665","22,969","25,251","26,401","20,647","15,139","18,325","20,815",Upgrade
PE Ratio,9.19,8.01,7.76,11.60,12.88,16.42,16.11,14.48,13.13,9.88,13.20,Upgrade
PS Ratio,3.46,2.86,2.89,3.15,5.00,6.45,6.06,5.14,4.73,4.30,5.09,Upgrade
PB Ratio,1.58,1.31,1.51,1.76,2.35,3.06,2.92,2.37,2.12,2.13,2.49,Upgrade
P/FCF Ratio,-15.92,-15.92,-10.06,-7.43,4.41,10.18,-19.83,10.22,9.46,25.18,9.65,Upgrade
P/OCF Ratio,-17.68,-17.68,-11.00,-7.75,4.30,9.56,-21.77,9.36,8.56,19.93,9.05,Upgrade
EV/Sales Ratio,7.48,6.88,5.78,9.39,10.56,11.56,10.87,10.31,8.61,8.48,9.53,Upgrade
EV/EBITDA Ratio,16.46,15.13,11.04,23.68,18.71,20.82,20.68,21.24,18.55,16.69,18.30,Upgrade
EV/EBIT Ratio,18.75,17.24,12.31,27.43,21.21,22.98,22.95,23.61,20.44,17.88,20.38,Upgrade
EV/FCF Ratio,-38.30,-38.30,-20.14,-22.14,9.32,18.25,-35.54,20.48,17.23,49.67,18.09,Upgrade
Debt / Equity Ratio,2.42,2.42,2.27,4.37,3.76,3.18,2.99,3.33,2.75,2.88,3.11,Upgrade
Debt / EBITDA Ratio,11.65,11.65,8.29,19.81,14.20,12.08,11.84,14.91,13.19,11.45,12.18,Upgrade
Debt / FCF Ratio,-29.47,-29.47,-15.12,-18.52,7.08,10.59,-20.35,14.38,12.25,34.07,12.04,Upgrade
Asset Turnover,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,Upgrade
Return on Equity (ROE),17.20%,17.20%,21.20%,15.60%,18.80%,18.90%,18.70%,16.80%,16.60%,22.90%,19.60%,Upgrade
Return on Assets (ROA),1.20%,1.20%,1.40%,1.00%,1.40%,1.60%,1.50%,1.30%,1.40%,2.00%,1.70%,Upgrade
Return on Capital (ROIC),1.20%,1.20%,1.50%,1.10%,1.50%,1.70%,1.60%,1.40%,1.40%,1.80%,1.70%,Upgrade
Earnings Yield,10.31%,12.48%,12.88%,8.62%,7.77%,6.09%,6.21%,6.91%,7.61%,10.12%,7.58%,Upgrade
FCF Yield,-5.19%,-6.28%,-9.94%,-13.46%,22.66%,9.82%,-5.04%,9.78%,10.57%,3.97%,10.36%,Upgrade
Dividend Yield,3080.81%,3080.81%,2281.15%,1853.61%,1962.72%,1987.96%,878.80%,1914.95%,2047.62%,1557.81%,1369.54%,Upgrade
Payout Ratio,61.70%,61.70%,44.30%,53.80%,63.40%,82.10%,35.50%,69.30%,67.20%,38.50%,45.20%,Upgrade
Total Shareholder Return,3080.81%,3080.81%,2281.15%,1853.61%,1962.72%,1987.96%,878.80%,1914.95%,2047.62%,1557.81%,1369.54%,Upgrade
