Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Market Capitalization,131,206,220,148,197,157,200,135,109,102,89,Upgrade
Market Cap Growth,-,-6.42%,48.58%,-24.90%,25.72%,-21.57%,47.88%,23.73%,7.45%,15.05%,37.39%,Upgrade
Enterprise Value,240,419,49,136,186,142,288,172,119,130,80,Upgrade
PE Ratio,5.65,9.21,9.16,13.19,11.61,9.60,19.11,16.37,13.96,12.44,11.27,Upgrade
PS Ratio,1.44,2.30,2.37,2.04,2.82,2.54,3.69,2.99,2.47,2.54,2.27,Upgrade
PB Ratio,0.83,1.34,1.20,0.88,1.33,1.19,1.69,1.40,1.20,1.19,1.10,Upgrade
P/FCF Ratio,5.31,8.12,10.98,42.79,11.88,6.54,15.41,13.42,17.62,9.76,7.37,Upgrade
P/OCF Ratio,5.15,7.81,10.74,19.04,9.37,6.25,14.86,11.73,13.52,9.24,6.76,Upgrade
EV/Sales Ratio,2.64,4.68,0.52,1.87,2.66,2.29,5.30,3.80,2.69,3.23,2.06,Upgrade
EV/EBITDA Ratio,7.76,14.18,1.53,10.62,8.39,7.60,18.34,16.87,10.25,14.59,8.37,Upgrade
EV/EBIT Ratio,7.76,14.18,1.53,10.62,8.39,7.60,18.34,16.87,10.25,14.59,8.37,Upgrade
EV/FCF Ratio,9.73,16.50,2.43,39.26,11.22,5.90,22.14,17.05,19.16,12.43,6.68,Upgrade
Debt / Equity Ratio,0.79,1.53,0.40,0.51,0.19,0.19,0.92,0.51,0.35,0.45,0.42,Upgrade
Debt / EBITDA Ratio,4.04,7.98,2.29,6.66,1.25,1.31,6.94,4.87,2.77,4.36,3.51,Upgrade
Debt / FCF Ratio,5.07,9.29,3.65,24.63,1.68,1.02,8.38,4.93,5.18,3.72,2.80,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),15.00%,14.10%,13.60%,7.00%,12.00%,13.10%,9.00%,8.70%,8.80%,9.80%,10.00%,Upgrade
Return on Assets (ROA),1.10%,1.00%,1.10%,0.60%,1.20%,1.20%,0.90%,0.80%,0.90%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),1.40%,1.30%,1.60%,0.70%,1.60%,1.40%,1.30%,1.00%,1.30%,1.10%,1.20%,Upgrade
Earnings Yield,17.90%,10.86%,10.91%,7.58%,8.62%,10.41%,5.23%,6.11%,7.17%,8.04%,8.87%,Upgrade
FCF Yield,18.82%,12.32%,9.11%,2.34%,8.42%,15.29%,6.49%,7.45%,5.67%,10.25%,13.57%,Upgrade
Dividend Yield,5.42%,3.38%,3.00%,4.12%,2.62%,2.89%,1.94%,2.45%,2.83%,2.72%,1.24%,Upgrade
Payout Ratio,30.40%,31.00%,27.20%,54.00%,30.00%,27.10%,36.20%,39.40%,38.90%,33.20%,13.80%,Upgrade
Buyback Yield / Dilution,1.29%,-0.63%,-4.42%,-6.05%,-0.70%,-1.50%,-11.52%,-1.19%,-1.01%,-0.60%,-1.91%,Upgrade
Total Shareholder Return,6.72%,2.75%,-1.42%,-1.92%,1.92%,1.39%,-9.58%,1.26%,1.83%,2.12%,-0.66%,Upgrade
