Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,"14,891","16,458","14,365","13,313","10,409","8,799","6,166","7,237","6,540","5,360","4,437",Upgrade
Market Cap Growth,-,14.57%,7.90%,27.90%,18.30%,42.70%,-14.80%,10.65%,22.02%,20.80%,8.14%,Upgrade
Enterprise Value,"16,559","18,142","14,513","13,583","10,598","9,136","6,514","7,285","6,393","5,224","4,228",Upgrade
PE Ratio,34.02,41.47,35.95,35.70,29.51,32.95,23.88,21.36,27.13,25.34,22.34,Upgrade
PS Ratio,7.51,8.93,9.03,8.91,7.25,6.52,5.05,6.42,6.50,5.82,5.17,Upgrade
PB Ratio,9.38,12.36,14.13,14.85,15.48,16.73,11.02,13.99,12.30,10.49,8.19,Upgrade
P/FCF Ratio,27.48,33.79,29.08,31.09,28.30,24.99,21.74,25.54,23.30,21.68,17.66,Upgrade
P/OCF Ratio,24.53,30.58,25.87,26.32,24.37,22.82,19.24,21.86,21.34,20.22,16.45,Upgrade
EV/Sales Ratio,8.25,9.84,9.12,9.09,7.38,6.77,5.33,6.46,6.35,5.68,4.93,Upgrade
EV/EBITDA Ratio,23.08,30.09,24.96,25.26,21.24,21.48,16.32,14.56,17.60,15.52,13.79,Upgrade
EV/EBIT Ratio,29.01,38.35,30.62,31.09,24.16,24.82,18.56,15.76,19.26,17.28,15.61,Upgrade
EV/FCF Ratio,30.18,37.24,29.38,31.72,28.82,25.94,22.96,25.70,22.77,21.12,16.82,Upgrade
Debt / Equity Ratio,1.22,1.67,0.85,0.98,0.85,1.09,1.03,0.58,0.07,-,-,Upgrade
Debt / EBITDA Ratio,2.73,3.68,1.49,1.63,1.15,1.35,1.44,0.60,0.10,-,-,Upgrade
Debt / FCF Ratio,3.57,4.56,1.75,2.05,1.56,1.63,2.03,1.06,0.12,-,-,Upgrade
Current Ratio,2.09,1.99,2.96,3.05,2.67,1.95,2.04,2.33,2.18,1.96,2.69,Upgrade
Asset Turnover,0.50,0.58,0.73,0.78,0.97,0.94,1.00,1.10,1.43,1.39,1.22,Upgrade
Return on Equity (ROE),31.50%,32.30%,40.20%,48.20%,57.20%,46.60%,49.70%,62.70%,46.00%,40.50%,34.90%,Upgrade
Return on Assets (ROA),11.20%,12.50%,18.40%,19.60%,23.90%,18.60%,21.20%,33.10%,34.20%,32.00%,28.30%,Upgrade
Return on Capital (ROIC),23.60%,25.20%,37.20%,34.20%,57.30%,50.60%,58.00%,113.20%,270.40%,300.30%,235.70%,Upgrade
Earnings Yield,2.97%,2.41%,2.78%,2.80%,3.39%,3.04%,4.19%,4.68%,3.69%,3.95%,4.48%,Upgrade
FCF Yield,3.64%,2.96%,3.44%,3.22%,3.53%,4.00%,4.60%,3.92%,4.29%,4.61%,5.66%,Upgrade
Dividend Yield,0.92%,0.80%,0.85%,0.87%,1.02%,1.07%,1.36%,1.07%,1.07%,1.19%,1.33%,Upgrade
Payout Ratio,30.40%,32.60%,30.10%,30.30%,29.40%,34.80%,32.40%,22.70%,28.60%,29.70%,29.10%,Upgrade
Buyback Yield / Dilution,-0.57%,-0.43%,0.20%,0.58%,1.28%,0.67%,4.17%,2.06%,1.71%,3.71%,2.59%,Upgrade
Total Shareholder Return,0.34%,0.37%,1.05%,1.45%,2.30%,1.74%,5.53%,3.13%,2.78%,4.89%,3.92%,Upgrade
