Year,Current,2022,2021
Market Capitalization,297,293,280
Market Cap Growth,-,4.72%,-
Enterprise Value,297,293,280
PE Ratio,30.32,30.05,-106.32
PB Ratio,-65.07,-65.07,-14.14
P/FCF Ratio,-656.60,-656.60,-333.56
P/OCF Ratio,-656.60,-656.60,-333.56
EV/EBITDA Ratio,30.42,30.06,-106.21
EV/EBIT Ratio,30.42,30.06,-106.21
EV/FCF Ratio,-656.94,-656.94,-333.20
Debt / Equity Ratio,-0.04,-0.04,-0.01
Debt / EBITDA Ratio,0.02,0.02,-0.08
Debt / FCF Ratio,-0.45,-0.45,-0.25
Current Ratio,0.09,0.09,2.31
Return on Equity (ROE),-115.60%,-115.60%,53.20%
Return on Assets (ROA),4.20%,4.20%,-4.50%
Return on Capital (ROIC),4.20%,4.20%,-4.50%
Earnings Yield,3.29%,3.33%,-0.94%
FCF Yield,-0.15%,-0.15%,-0.30%
Buyback Yield / Dilution,-179.79%,-179.79%,-
Total Shareholder Return,-179.79%,-179.79%,-
