Year,Current,2022,2021
Market Capitalization,151,147,127
Market Cap Growth,-,16.36%,-
Enterprise Value,151,147,125
PE Ratio,-1147.61,-1147.61,-4287.29
PB Ratio,-49.66,-49.66,-71.80
P/FCF Ratio,-79.30,-79.30,3832.13
P/OCF Ratio,-79.30,-79.30,3832.13
EV/EBITDA Ratio,526.84,512.81,-4224.66
EV/EBIT Ratio,526.84,512.81,-4224.66
EV/FCF Ratio,-79.18,-79.18,3776.15
Current Ratio,1.10,1.10,2.40
Return on Equity (ROE),4.90%,4.90%,-
Return on Assets (ROA),-0.10%,-0.10%,-
Return on Capital (ROIC),0.20%,0.20%,-
Earnings Yield,-0.08%,-0.09%,-0.02%
FCF Yield,-1.23%,-1.26%,0.03%
Buyback Yield / Dilution,-14.40%,-14.40%,-
Total Shareholder Return,-14.40%,-14.40%,-
