Year,Current,2022,2021
Market Capitalization,200,418,406
Market Cap Growth,-,2.96%,-
Enterprise Value,200,417,405
PE Ratio,61.88,39.34,80.91
PB Ratio,-8.30,-35.41,-22.56
P/FCF Ratio,-134.18,-687.30,-261.77
P/OCF Ratio,-134.18,-687.30,-261.77
EV/EBITDA Ratio,30.53,39.24,80.58
EV/EBIT Ratio,30.53,39.24,80.58
EV/FCF Ratio,-133.53,-685.56,-260.70
Current Ratio,0.71,2.74,10.93
Return on Equity (ROE),-54.20%,-90.60%,-73.90%
Return on Assets (ROA),2.60%,3.30%,1.60%
Return on Capital (ROIC),2.60%,3.30%,1.60%
Earnings Yield,3.27%,2.54%,1.24%
FCF Yield,-0.43%,-0.15%,-0.38%
Buyback Yield / Dilution,12.05%,-20.82%,-
Total Shareholder Return,12.05%,-20.82%,-
