Year,Current,2022,2021
Market Capitalization,152,150,129
Market Cap Growth,-,16.53%,-
Enterprise Value,33,31,128
PE Ratio,207.72,207.72,-772.44
PB Ratio,199.54,197.40,114.71
P/FCF Ratio,-615.96,-615.96,-329.31
P/OCF Ratio,-615.96,-615.96,-329.31
EV/EBITDA Ratio,28.48,27.05,-767.05
EV/EBIT Ratio,28.48,27.05,-767.05
EV/FCF Ratio,-127.02,-127.02,-327.01
Current Ratio,184.56,184.56,10.78
Return on Equity (ROE),83.00%,83.00%,-29.70%
Return on Assets (ROA),0.60%,0.60%,-0.30%
Return on Capital (ROIC),1.00%,1.00%,-0.30%
Earnings Yield,0.48%,0.48%,-0.13%
FCF Yield,-0.16%,-0.16%,-0.30%
Buyback Yield / Dilution,-330.50%,-330.50%,-
Total Shareholder Return,-330.50%,-330.50%,-
