Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,93,107,143,82,106,96,89,63,44,42,28,Upgrade
Market Cap Growth,-,-25.08%,74.38%,-22.78%,10.56%,8.04%,40.60%,43.98%,3.66%,53.16%,7.62%,Upgrade
Enterprise Value,42,55,-14,-26,75,82,63,36,19,27,2,Upgrade
PE Ratio,5.44,6.39,13.82,9.27,11.13,9.49,13.80,10.72,28.51,6.53,3.09,Upgrade
PS Ratio,1.68,1.90,3.14,2.37,2.94,2.66,2.66,1.99,1.51,1.42,1.07,Upgrade
PB Ratio,0.87,0.99,1.22,0.97,1.38,1.44,1.53,1.21,0.96,0.71,0.52,Upgrade
P/FCF Ratio,3.69,4.19,20.27,5.77,9.83,7.86,16.19,7.91,16.90,6.47,3.40,Upgrade
P/OCF Ratio,3.53,4.01,18.20,5.44,8.97,6.99,13.55,7.03,9.56,6.05,3.19,Upgrade
EV/Sales Ratio,0.74,0.97,-0.30,-0.75,2.07,2.26,1.89,1.15,0.65,0.90,0.09,Upgrade
EV/EBITDA Ratio,1.88,2.45,-0.94,-2.09,5.57,5.75,5.19,3.51,3.43,2.22,0.37,Upgrade
EV/EBIT Ratio,2.02,2.63,-1.05,-2.38,6.34,6.58,6.22,4.41,5.21,2.42,0.44,Upgrade
EV/FCF Ratio,1.63,2.13,-1.92,-1.82,6.91,6.69,11.50,4.55,7.24,4.11,0.28,Upgrade
Debt / Equity Ratio,0.13,0.13,0.16,0.23,0.18,0.21,0.24,0.27,0.31,0.16,0.11,Upgrade
Debt / EBITDA Ratio,0.64,0.64,1.34,1.56,1.06,1.00,1.17,1.37,2.59,0.77,1.00,Upgrade
Debt / FCF Ratio,0.66,0.56,2.73,1.35,1.32,1.16,2.59,1.78,5.45,1.43,0.74,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.05,Upgrade
Return on Equity (ROE),16.10%,16.20%,10.10%,10.90%,13.00%,16.10%,11.40%,11.80%,2.70%,11.40%,19.30%,Upgrade
Return on Assets (ROA),1.20%,1.20%,0.90%,1.00%,1.20%,1.30%,0.90%,0.80%,0.20%,1.20%,1.70%,Upgrade
Return on Capital (ROIC),1.60%,1.60%,1.20%,1.30%,1.50%,1.70%,1.40%,1.20%,0.60%,2.20%,1.00%,Upgrade
Earnings Yield,17.78%,15.66%,7.24%,10.79%,8.99%,10.54%,7.24%,9.33%,3.51%,15.31%,32.36%,Upgrade
FCF Yield,27.09%,23.86%,4.93%,17.33%,10.18%,12.72%,6.18%,12.64%,5.92%,15.45%,29.38%,Upgrade
Dividend Yield,3.84%,3.27%,2.09%,2.60%,1.68%,1.03%,0.78%,0.93%,1.12%,0.87%,-,Upgrade
Payout Ratio,21.10%,20.80%,25.70%,24.20%,18.80%,9.80%,10.80%,10.00%,32.30%,5.70%,0.00%,Upgrade
Buyback Yield / Dilution,-0.58%,-0.58%,-28.16%,2.22%,-0.23%,-0.24%,-0.38%,-0.28%,-0.18%,-0.04%,-,Upgrade
Total Shareholder Return,3.33%,2.69%,-26.08%,4.82%,1.45%,0.79%,0.40%,0.65%,0.93%,0.82%,-,Upgrade
