Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"2,014","1,938","2,775","2,482","2,259","1,687","2,429","2,936","1,901","1,799","2,009",Upgrade
Market Cap Growth,-,-30.14%,11.77%,9.87%,33.96%,-30.57%,-17.27%,54.49%,5.65%,-10.45%,163.25%,Upgrade
Enterprise Value,"2,373","1,855","1,426","2,770","3,742","2,486","3,657","4,202","2,614","1,872","1,728",Upgrade
PE Ratio,17.80,17.13,7.41,5.54,10.03,13.89,18.33,20.13,9.09,16.98,16.60,Upgrade
PS Ratio,1.61,1.51,1.47,1.23,1.51,1.29,1.51,1.79,1.17,1.57,1.81,Upgrade
PB Ratio,0.98,0.95,1.10,1.07,1.07,0.87,1.27,1.57,1.09,1.23,1.53,Upgrade
P/FCF Ratio,2.93,1.64,3.63,9.40,-4.90,4.85,-7.60,-22.61,16.47,-27.59,5.22,Upgrade
P/OCF Ratio,2.91,1.63,3.62,8.85,-5.22,4.33,-7.57,-18.24,53.19,-19.68,5.06,Upgrade
EV/Sales Ratio,1.90,1.45,0.75,1.37,2.50,1.90,2.27,2.56,1.61,1.64,1.56,Upgrade
EV/EBITDA Ratio,13.03,10.16,2.76,4.59,13.02,16.53,15.98,23.40,13.17,19.92,12.15,Upgrade
EV/EBIT Ratio,15.68,12.37,2.90,4.77,12.95,15.97,15.07,18.32,9.27,10.56,8.82,Upgrade
EV/FCF Ratio,3.45,1.57,1.86,10.48,-8.12,7.15,-11.44,-32.35,22.66,-28.72,4.49,Upgrade
Debt / Equity Ratio,1.03,0.73,0.58,0.58,0.91,0.74,0.90,1.05,0.80,0.61,0.35,Upgrade
Debt / EBITDA Ratio,11.66,8.20,2.85,2.24,6.67,9.60,7.50,10.89,6.97,9.43,3.27,Upgrade
Debt / FCF Ratio,3.09,1.26,1.93,5.11,-4.16,4.15,-5.37,-15.06,11.99,-13.59,1.21,Upgrade
Asset Turnover,0.08,0.08,0.11,0.12,0.10,0.10,0.12,0.13,0.13,0.12,0.14,Upgrade
Return on Equity (ROE),5.70%,5.30%,15.10%,19.60%,11.00%,6.30%,7.00%,8.00%,12.10%,7.50%,9.90%,Upgrade
Return on Assets (ROA),0.70%,0.70%,2.10%,2.70%,1.60%,0.90%,1.00%,1.20%,1.70%,1.10%,1.50%,Upgrade
Return on Capital (ROIC),0.90%,0.90%,2.90%,3.50%,1.90%,1.10%,1.70%,1.70%,2.20%,2.00%,2.50%,Upgrade
Earnings Yield,5.79%,5.84%,13.50%,18.04%,9.97%,7.20%,5.46%,4.97%,11.00%,5.89%,6.02%,Upgrade
FCF Yield,34.15%,61.09%,27.58%,10.64%,-20.40%,20.61%,-13.15%,-4.42%,6.07%,-3.62%,19.16%,Upgrade
Dividend Yield,2.00%,2.73%,1.40%,1.30%,1.31%,1.58%,0.96%,0.20%,-,-,-,Upgrade
Payout Ratio,43.40%,46.60%,10.30%,7.20%,13.10%,21.90%,17.60%,4.10%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,18.15%,12.99%,9.10%,3.34%,2.81%,2.35%,1.29%,1.33%,-10.37%,-0.27%,-53.74%,Upgrade
Total Shareholder Return,20.15%,15.73%,10.51%,4.64%,4.12%,3.93%,2.26%,1.54%,-10.37%,-0.27%,-53.74%,Upgrade
