Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1988
Market Capitalization,"714,482","680,603","677,315","554,564","555,133","503,445","488,993","401,866","325,449","370,147","292,300",Upgrade
Market Cap Growth,-,0.49%,22.13%,-0.10%,10.27%,2.96%,21.68%,23.48%,-12.08%,26.63%,31.56%,Upgrade
Enterprise Value,"702,594","767,536","703,393","623,469","594,326","570,574","559,997","417,140","338,008","387,087","316,338",Upgrade
PE Ratio,94.39,-30.86,7.54,13.04,6.82,125.20,10.88,16.69,13.51,18.63,15.01,Upgrade
PS Ratio,2.49,2.91,1.91,1.94,1.70,2.23,2.02,1.80,1.54,1.90,1.60,Upgrade
PB Ratio,1.41,1.44,1.34,1.25,1.31,1.44,1.40,1.42,1.27,1.54,1.32,Upgrade
P/FCF Ratio,30.85,31.28,25.91,20.72,24.45,22.02,14.35,20.52,21.12,22.00,17.59,Upgrade
P/OCF Ratio,18.15,18.28,17.18,13.94,14.35,13.46,10.68,12.35,10.33,11.56,10.55,Upgrade
EV/Sales Ratio,2.46,3.28,1.98,2.18,1.82,2.53,2.31,1.87,1.60,1.99,1.74,Upgrade
EV/EBITDA Ratio,31.57,-47.71,5.60,8.95,5.11,32.92,14.73,9.13,7.36,10.07,8.38,Upgrade
EV/EBIT Ratio,63.81,-28.44,6.12,10.56,5.59,75.54,19.43,11.33,8.86,12.46,10.13,Upgrade
EV/FCF Ratio,30.55,35.27,26.90,23.30,26.17,24.96,16.44,21.30,21.94,23.01,19.04,Upgrade
Debt / Equity Ratio,0.99,0.99,0.88,0.95,0.92,1.02,1.01,1.18,1.15,1.18,1.17,Upgrade
Debt / EBITDA Ratio,5.55,-7.63,0.91,1.68,0.89,5.62,2.70,2.22,1.84,2.09,1.91,Upgrade
Debt / FCF Ratio,5.37,5.64,4.37,4.37,4.55,4.26,3.01,5.19,5.47,4.77,4.35,Upgrade
Current Ratio,72.82,72.82,79.24,52.01,34.96,0,0,0,0,0,0,Upgrade
Asset Turnover,0.25,0.25,0.37,0.33,0.40,0.32,0.34,0.36,0.38,0.37,0.38,Upgrade
Return on Equity (ROE),3.85%,-4.67%,17.74%,9.59%,19.17%,1.15%,12.90%,8.51%,9.42%,8.27%,8.78%,Upgrade
Return on Assets (ROA),1.92%,-2.33%,9.37%,4.87%,9.96%,0.57%,6.40%,3.88%,4.36%,3.78%,4.02%,Upgrade
Return on Capital (ROIC),2.18%,-2.22%,11.93%,5.90%,12.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Earnings Yield,1.09%,-3.24%,13.26%,7.67%,14.67%,0.80%,9.19%,5.99%,7.40%,5.37%,6.66%,Upgrade
FCF Yield,3.24%,3.20%,3.86%,4.83%,4.09%,4.54%,6.97%,4.87%,4.73%,4.55%,5.68%,Upgrade
Buyback Yield / Dilution,1.24%,2.74%,5.29%,2.42%,0.60%,0.05%,-0.05%,-0.04%,0.02%,0.01%,0.47%,Upgrade
Total Shareholder Return,1.24%,2.74%,5.29%,2.42%,0.60%,0.05%,-0.05%,-0.04%,0.02%,0.01%,0.47%,Upgrade
