Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Market Capitalization,"1,012","1,173","1,157",934,"1,328","1,377","1,440","1,271",876,740,988,Upgrade
Market Cap Growth,-,1.37%,23.87%,-29.67%,-3.51%,-4.40%,13.32%,45.10%,18.29%,-25.06%,56.23%,Upgrade
Enterprise Value,"1,118","1,280","1,098",813,"1,191","1,295","1,386","1,232",849,718,"1,049",Upgrade
PE Ratio,13.92,24.24,9.70,7.80,8.46,9.74,14.23,11.91,9.28,7.35,15.48,Upgrade
PS Ratio,1.31,1.64,1.65,1.31,1.59,1.72,1.80,1.63,1.16,0.96,1.37,Upgrade
PB Ratio,1.04,1.24,0.95,0.77,1.14,1.35,1.52,1.51,1.15,1.08,1.74,Upgrade
P/FCF Ratio,11.88,12.07,160.72,33.97,12.03,8.10,10.74,10.79,8.35,4.59,6.09,Upgrade
P/OCF Ratio,11.57,11.75,107.15,28.31,10.84,7.64,10.12,10.35,7.52,4.31,5.93,Upgrade
EV/Sales Ratio,1.46,1.79,1.56,1.14,1.42,1.62,1.73,1.58,1.13,0.93,1.45,Upgrade
EV/EBITDA Ratio,11.43,19.81,7.09,5.20,5.85,7.30,9.02,8.17,7.69,6.16,16.81,Upgrade
EV/EBIT Ratio,12.04,21.58,7.45,5.49,6.13,7.57,9.53,8.66,8.31,6.55,18.63,Upgrade
EV/FCF Ratio,13.15,13.17,152.56,29.58,10.79,7.62,10.33,10.46,8.09,4.45,6.46,Upgrade
Debt / Equity Ratio,0.20,0.21,0.01,0.03,0.02,0.02,0.02,0.04,0.04,0.13,0.18,Upgrade
Debt / EBITDA Ratio,2.00,3.04,0.11,0.26,0.09,0.11,0.13,0.21,0.29,0.79,1.63,Upgrade
Debt / FCF Ratio,2.30,2.02,2.31,1.45,0.16,0.12,0.15,0.27,0.31,0.57,0.63,Upgrade
Asset Turnover,0.21,0.19,0.18,0.18,0.21,0.21,0.21,0.21,0.20,0.21,0.20,Upgrade
Return on Equity (ROE),7.80%,4.90%,10.00%,10.50%,13.90%,14.50%,11.10%,12.80%,13.00%,15.70%,11.60%,Upgrade
Return on Assets (ROA),2.00%,1.30%,3.10%,3.00%,3.90%,3.60%,2.60%,2.80%,2.50%,2.70%,1.80%,Upgrade
Return on Capital (ROIC),2.50%,1.60%,4.00%,3.90%,5.10%,4.60%,3.90%,3.80%,2.70%,2.90%,1.60%,Upgrade
Earnings Yield,7.35%,4.13%,10.31%,12.82%,11.83%,10.26%,7.03%,8.40%,10.78%,13.60%,6.46%,Upgrade
FCF Yield,8.42%,8.29%,0.62%,2.94%,8.31%,12.35%,9.31%,9.27%,11.98%,21.80%,16.43%,Upgrade
Dividend Yield,8.77%,7.60%,2.42%,3.11%,2.11%,1.91%,1.35%,0.91%,0.88%,1.02%,0.76%,Upgrade
Payout Ratio,121.00%,186.40%,23.70%,24.90%,18.00%,18.60%,19.30%,10.90%,8.20%,7.50%,11.70%,Upgrade
Buyback Yield / Dilution,2.14%,2.75%,3.64%,8.78%,3.00%,-1.14%,-1.07%,-0.03%,-1.87%,-0.89%,-1.58%,Upgrade
Total Shareholder Return,10.95%,10.35%,6.06%,11.89%,5.11%,0.77%,0.28%,0.88%,-0.99%,0.13%,-0.83%,Upgrade
