Year,Current,2022,2021
Market Capitalization,322,313,-
Enterprise Value,319,313,0
PE Ratio,52.45,55.82,-
PB Ratio,-25.15,-33.36,-
P/FCF Ratio,-263.68,-168.02,-
P/OCF Ratio,-263.68,-168.02,-
EV/EBITDA Ratio,50.94,55.70,-5.42
EV/EBIT Ratio,50.94,55.70,-5.42
EV/FCF Ratio,-263.68,-167.68,-15.79
Debt / Equity Ratio,-,-,-16.72
Debt / EBITDA Ratio,-,-,-6.26
Debt / FCF Ratio,-,-,-18.24
Current Ratio,0.26,0.95,0.08
Return on Equity (ROE),-63.30%,-56.20%,-
Return on Assets (ROA),2.60%,2.40%,-
Return on Capital (ROIC),2.60%,2.40%,-
Earnings Yield,1.94%,1.79%,-
FCF Yield,-0.37%,-0.60%,-
Buyback Yield / Dilution,-64.29%,-315.62%,-
Total Shareholder Return,-64.29%,-315.62%,-
