Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,324","2,188","2,212","2,014","2,067","2,003","1,790","1,889","1,156","1,019",939,Upgrade
Market Cap Growth,-,-1.12%,9.86%,-2.56%,3.17%,11.91%,-5.23%,63.36%,13.45%,8.50%,58.51%,Upgrade
Enterprise Value,"2,399","2,901","1,420","2,092","3,730","3,369","2,970","3,092","2,299","1,335","1,140",Upgrade
PE Ratio,7.17,12.02,9.53,16.87,13.01,14.00,18.95,21.80,14.32,14.56,14.69,Upgrade
PS Ratio,2.21,3.69,3.38,4.03,4.09,4.56,4.85,5.79,3.81,3.99,3.82,Upgrade
PB Ratio,0.53,0.90,0.82,0.73,0.80,1.01,1.28,1.41,1.03,1.29,1.26,Upgrade
P/FCF Ratio,8.97,11.15,6.75,38.69,13.67,10.70,13.16,15.61,14.67,11.66,9.15,Upgrade
P/OCF Ratio,7.91,10.72,6.58,33.79,12.65,10.44,12.60,15.35,13.08,10.75,8.42,Upgrade
EV/Sales Ratio,4.00,4.89,2.17,4.18,7.38,7.66,8.04,9.48,7.58,5.23,4.64,Upgrade
EV/EBITDA Ratio,9.68,11.63,4.50,13.14,18.21,18.21,18.71,24.37,19.60,13.21,12.43,Upgrade
EV/EBIT Ratio,10.22,12.27,4.70,14.42,19.30,19.30,20.03,26.28,21.06,14.25,13.46,Upgrade
EV/FCF Ratio,16.25,14.79,4.33,40.18,24.67,17.99,21.83,25.55,29.17,15.27,11.11,Upgrade
Debt / Equity Ratio,0.68,0.46,0.17,0.36,0.73,0.78,0.93,0.99,1.10,0.52,0.40,Upgrade
Debt / EBITDA Ratio,6.75,4.50,1.46,6.18,9.27,8.30,8.17,10.49,10.48,4.06,3.23,Upgrade
Debt / FCF Ratio,11.33,5.72,1.40,18.89,12.56,8.20,9.54,11.01,15.60,4.69,2.89,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),7.40%,7.40%,8.50%,4.50%,7.20%,8.40%,6.80%,6.90%,7.30%,9.00%,8.70%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.40%,0.70%,1.20%,1.20%,1.00%,0.90%,1.00%,1.10%,1.00%,Upgrade
Return on Capital (ROIC),1.40%,1.50%,2.00%,0.90%,1.40%,1.40%,1.40%,1.20%,1.20%,1.50%,1.40%,Upgrade
Earnings Yield,13.61%,8.32%,10.49%,5.93%,7.69%,7.14%,5.28%,4.59%,6.99%,6.87%,6.81%,Upgrade
FCF Yield,11.15%,8.97%,14.81%,2.58%,7.31%,9.35%,7.60%,6.41%,6.82%,8.58%,10.93%,Upgrade
Dividend Yield,6.37%,3.77%,3.92%,4.28%,3.37%,2.84%,2.56%,2.04%,2.99%,2.53%,2.44%,Upgrade
Payout Ratio,45.50%,45.20%,37.30%,71.90%,43.80%,39.60%,48.40%,44.40%,42.80%,36.80%,35.80%,Upgrade
Buyback Yield / Dilution,3.60%,8.31%,2.44%,-19.74%,-14.67%,-11.23%,-9.84%,-6.87%,-28.00%,0.04%,-9.13%,Upgrade
Total Shareholder Return,9.97%,12.08%,6.36%,-15.46%,-11.30%,-8.39%,-7.28%,-4.83%,-25.01%,2.57%,-6.70%,Upgrade
