Year,Current,2022
Market Capitalization,150,147
Enterprise Value,150,146
PE Ratio,114.22,253.91
PB Ratio,-41.45,-41.45
P/FCF Ratio,-489.48,-489.48
P/OCF Ratio,-489.48,-489.48
EV/EBITDA Ratio,191.05,186.38
EV/EBIT Ratio,191.05,186.38
EV/FCF Ratio,-487.72,-487.72
Debt / Equity Ratio,-0.01,-0.01
Debt / EBITDA Ratio,0.03,0.03
Debt / FCF Ratio,-0.07,-0.07
Current Ratio,1.04,1.04
Return on Equity (ROE),-32.90%,-32.90%
Return on Assets (ROA),1.00%,1.00%
Return on Capital (ROIC),1.30%,1.30%
Earnings Yield,0.38%,0.39%
FCF Yield,-0.20%,-0.20%
Buyback Yield / Dilution,-155.45%,-
Total Shareholder Return,-155.45%,-
