Year,Current,2022,2021
Market Capitalization,37,128,123
Market Cap Growth,-,3.55%,-
Enterprise Value,36,127,123
PE Ratio,80.77,78.69,45.05
PB Ratio,-30.05,-30.05,-25.30
P/FCF Ratio,-216.92,-216.92,-245.82
P/OCF Ratio,-216.92,-216.92,-245.82
EV/EBITDA Ratio,19.81,69.12,44.77
EV/EBIT Ratio,19.81,69.12,44.77
EV/FCF Ratio,-215.91,-215.91,-244.29
Current Ratio,0.02,0.02,4.90
Return on Equity (ROE),-41.40%,-41.40%,-
Return on Assets (ROA),1.80%,1.80%,-
Return on Capital (ROIC),2.30%,2.30%,-
Earnings Yield,4.38%,1.27%,2.22%
FCF Yield,-1.59%,-0.46%,-0.41%
Buyback Yield / Dilution,-147.76%,-147.76%,-
Total Shareholder Return,-147.76%,-147.76%,-
