Year,Current,2022,2021
Market Capitalization,32,30,98
Market Cap Growth,-,-69.36%,-
Enterprise Value,33,31,98
PE Ratio,-38.85,-38.85,272.53
PB Ratio,-14.06,-14.06,-92.81
P/FCF Ratio,-93.92,-93.92,-87.39
P/OCF Ratio,-93.92,-93.92,-87.39
EV/EBITDA Ratio,-39.47,-39.47,271.86
EV/EBIT Ratio,-39.47,-39.47,271.86
EV/FCF Ratio,-95.44,-95.44,-87.17
Debt / Equity Ratio,-0.31,-0.31,-
Debt / EBITDA Ratio,-0.85,-0.85,-
Debt / FCF Ratio,-2.06,-2.06,-
Current Ratio,0.17,0.17,9.76
Return on Equity (ROE),85.00%,85.00%,-83.30%
Return on Assets (ROA),-1.70%,-1.70%,0.90%
Return on Capital (ROIC),-1.70%,-1.70%,0.90%
Earnings Yield,-2.40%,-2.57%,0.37%
FCF Yield,-0.99%,-1.06%,-1.14%
Buyback Yield / Dilution,-6.24%,-6.24%,-
Total Shareholder Return,-6.24%,-6.24%,-
