Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"1,147","1,530","1,627",969,"1,182",971,"1,047",546,371,364,327,Upgrade
Market Cap Growth,-,-5.99%,68.03%,-18.03%,21.69%,-7.24%,91.69%,47.27%,1.87%,11.28%,49.96%,Upgrade
Enterprise Value,"1,060","1,566","1,255",681,"1,271",915,965,511,290,227,150,Upgrade
PE Ratio,7.88,10.41,17.02,11.89,12.84,10.87,22.77,19.98,14.03,15.08,16.52,Upgrade
PS Ratio,3.02,4.02,5.34,3.66,4.32,3.60,4.91,3.67,2.66,2.68,2.53,Upgrade
PB Ratio,0.88,1.48,1.32,1.08,1.39,1.27,1.51,1.48,1.08,0.94,0.88,Upgrade
P/FCF Ratio,7.04,6.78,12.21,20.98,23.87,25.26,46.88,15.78,11.07,8.20,4.99,Upgrade
P/OCF Ratio,6.86,6.63,11.43,16.60,23.06,20.92,39.00,13.23,9.93,7.61,4.55,Upgrade
EV/Sales Ratio,2.79,4.12,4.11,2.58,4.65,3.39,4.52,3.43,2.08,1.67,1.16,Upgrade
EV/EBITDA Ratio,6.02,7.92,9.51,5.92,9.86,7.29,12.49,10.67,6.25,5.17,3.93,Upgrade
EV/EBIT Ratio,6.55,8.46,10.43,6.60,10.93,8.06,14.24,12.14,7.04,5.90,4.58,Upgrade
EV/FCF Ratio,6.50,6.94,9.42,14.75,25.67,23.79,43.21,14.78,8.66,5.12,2.29,Upgrade
Debt / Equity Ratio,0.48,0.30,0.07,0.09,0.38,0.53,0.59,0.74,0.54,0.30,0.12,Upgrade
Debt / EBITDA Ratio,3.56,1.55,0.67,0.69,2.49,3.24,5.27,5.66,4.02,2.65,1.21,Upgrade
Debt / FCF Ratio,3.84,1.36,0.66,1.73,6.47,10.58,18.25,7.84,5.57,2.62,0.71,Upgrade
Asset Turnover,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),11.70%,14.00%,9.70%,9.30%,11.20%,12.20%,8.40%,7.60%,7.20%,6.30%,5.50%,Upgrade
Return on Assets (ROA),1.20%,1.40%,1.10%,1.20%,1.50%,1.60%,1.00%,0.80%,0.80%,0.70%,0.60%,Upgrade
Return on Capital (ROIC),1.50%,1.90%,1.50%,1.60%,2.00%,2.10%,1.50%,1.20%,1.30%,1.30%,1.10%,Upgrade
Earnings Yield,11.17%,9.60%,5.88%,8.41%,7.79%,9.20%,4.39%,5.01%,7.13%,6.63%,6.05%,Upgrade
FCF Yield,14.20%,14.75%,8.19%,4.77%,4.19%,3.96%,2.13%,6.34%,9.03%,12.19%,20.05%,Upgrade
Dividend Yield,3.15%,2.05%,1.48%,2.15%,1.36%,1.22%,0.77%,1.22%,1.77%,1.80%,2.00%,Upgrade
Payout Ratio,24.90%,21.40%,25.10%,25.60%,17.40%,13.20%,17.60%,23.40%,23.90%,26.20%,31.70%,Upgrade
Buyback Yield / Dilution,-15.35%,-18.81%,-3.61%,2.49%,-0.04%,-17.46%,-21.99%,-1.14%,-0.32%,-0.15%,-19.68%,Upgrade
Total Shareholder Return,-12.20%,-16.75%,-2.13%,4.64%,1.31%,-16.24%,-21.21%,0.08%,1.45%,1.65%,-17.68%,Upgrade
