Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Market Capitalization,"2,267","3,743","4,605","2,172","2,019","1,698","2,199","1,970","1,231",817,-,Upgrade
Market Cap Growth,-,-18.70%,111.98%,7.57%,18.90%,-22.75%,11.62%,59.99%,50.72%,-,-,Upgrade
Enterprise Value,"2,942","4,611","2,159",877,"1,924","1,370","2,088","1,597","1,287",804,-64,Upgrade
PE Ratio,9.04,14.89,22.17,12.82,13.54,12.41,23.63,24.19,19.46,15.73,-,Upgrade
PS Ratio,4.84,8.02,11.92,6.67,6.99,6.51,9.92,10.33,7.55,6.22,-,Upgrade
PB Ratio,1.69,2.89,4.00,2.19,2.40,2.38,3.62,3.77,2.74,2.01,-,Upgrade
P/FCF Ratio,8.92,13.92,17.93,11.49,12.47,10.23,22.59,25.81,17.41,12.81,-,Upgrade
P/OCF Ratio,8.77,13.73,17.29,11.36,12.29,10.09,18.56,19.99,16.14,12.55,-,Upgrade
EV/Sales Ratio,6.28,9.88,5.59,2.69,6.66,5.25,9.42,8.37,7.90,6.12,-0.59,Upgrade
EV/EBITDA Ratio,9.41,14.73,8.38,4.02,10.08,7.94,14.89,14.02,14.05,10.60,-1.00,Upgrade
EV/EBIT Ratio,9.54,14.93,8.52,4.09,10.30,8.11,15.20,14.41,14.46,10.86,-1.03,Upgrade
EV/FCF Ratio,11.57,17.14,8.40,4.64,11.88,8.25,21.45,20.93,18.20,12.60,-0.88,Upgrade
Debt / Equity Ratio,1.15,1.30,1.54,0.92,0.64,0.49,0.60,0.79,0.91,0.70,0.65,Upgrade
Debt / EBITDA Ratio,4.94,5.38,6.89,4.20,2.81,2.05,2.62,3.61,4.45,3.75,3.05,Upgrade
Debt / FCF Ratio,6.08,6.26,6.92,4.85,3.31,2.13,3.77,5.39,5.77,4.46,2.67,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,Upgrade
Return on Equity (ROE),19.80%,20.40%,19.00%,18.10%,18.80%,20.40%,16.10%,16.40%,14.30%,13.90%,15.00%,Upgrade
Return on Assets (ROA),1.80%,1.70%,1.50%,1.60%,1.70%,1.80%,1.40%,1.40%,1.30%,1.40%,1.30%,Upgrade
Return on Capital (ROIC),2.10%,2.10%,2.20%,2.10%,2.20%,2.30%,2.10%,2.00%,1.90%,2.00%,1.90%,Upgrade
Earnings Yield,11.11%,6.72%,4.51%,7.80%,7.39%,8.06%,4.23%,4.13%,5.14%,6.36%,-,Upgrade
FCF Yield,11.21%,7.19%,5.58%,8.70%,8.02%,9.77%,4.43%,3.87%,5.74%,7.81%,-,Upgrade
Dividend Yield,2.45%,1.41%,0.98%,1.80%,1.66%,1.51%,0.48%,0.51%,0.48%,0.30%,-,Upgrade
Payout Ratio,22.00%,21.00%,21.70%,23.00%,22.40%,18.70%,11.40%,12.30%,9.30%,4.60%,0.00%,Upgrade
Buyback Yield / Dilution,-0.23%,-0.21%,-0.55%,-0.60%,-0.56%,-0.59%,-0.70%,-1.55%,-4.49%,-16.78%,-17.52%,Upgrade
Total Shareholder Return,2.22%,1.20%,0.43%,1.20%,1.10%,0.92%,-0.22%,-1.04%,-4.00%,-16.48%,-17.52%,Upgrade
