Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,799,808,"1,027",754,980,809,793,825,551,515,510,Upgrade
Market Cap Growth,-,-21.35%,36.17%,-23.06%,21.13%,2.06%,-3.85%,49.78%,7.03%,0.84%,15.29%,Upgrade
Enterprise Value,829,844,626,800,"1,591","1,492","1,477","1,553","1,477","1,547","1,151",Upgrade
PE Ratio,8.54,8.87,11.73,9.06,10.69,10.40,17.38,17.97,15.66,17.88,20.07,Upgrade
PS Ratio,2.59,2.66,3.49,2.62,3.44,3.14,3.46,4.14,3.31,3.38,3.26,Upgrade
PB Ratio,0.91,0.94,1.23,0.92,1.28,1.17,1.25,1.37,0.96,0.92,0.94,Upgrade
P/FCF Ratio,5.70,5.34,10.80,10.37,10.52,7.35,12.13,20.30,12.31,27.16,29.61,Upgrade
P/OCF Ratio,5.51,5.22,10.25,10.00,9.32,6.79,10.20,17.30,11.00,19.27,22.93,Upgrade
EV/Sales Ratio,2.69,2.78,2.13,2.78,5.57,5.78,6.44,7.80,8.87,10.15,7.36,Upgrade
EV/EBITDA Ratio,6.56,6.66,5.05,6.89,12.80,14.21,16.71,19.90,24.11,29.74,23.99,Upgrade
EV/EBIT Ratio,7.08,7.22,5.62,7.80,14.05,15.83,18.84,22.52,27.74,34.90,28.43,Upgrade
EV/FCF Ratio,5.91,5.58,6.58,11.00,17.06,13.55,22.58,38.21,33.02,81.63,66.79,Upgrade
Debt / Equity Ratio,0.32,0.41,0.43,0.65,1.30,1.50,1.55,1.68,1.97,1.98,1.50,Upgrade
Debt / EBITDA Ratio,2.21,2.76,2.87,4.58,8.01,9.85,11.12,13.04,18.55,21.24,16.92,Upgrade
Debt / FCF Ratio,1.99,2.31,3.74,7.31,10.68,9.39,15.03,25.03,25.40,58.32,47.10,Upgrade
Asset Turnover,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,Upgrade
Return on Equity (ROE),10.70%,10.80%,10.40%,10.40%,12.40%,11.60%,7.30%,7.70%,6.10%,5.20%,4.70%,Upgrade
Return on Assets (ROA),1.50%,1.50%,1.40%,1.40%,1.60%,1.50%,0.90%,1.00%,0.90%,0.80%,0.80%,Upgrade
Return on Capital (ROIC),2.00%,2.10%,2.00%,1.60%,1.80%,1.60%,1.40%,1.30%,1.10%,1.00%,1.00%,Upgrade
Earnings Yield,11.42%,11.27%,8.53%,11.03%,9.35%,9.62%,5.75%,5.56%,6.39%,5.59%,4.98%,Upgrade
FCF Yield,17.55%,18.72%,9.26%,9.64%,9.51%,13.61%,8.25%,4.93%,8.12%,3.68%,3.38%,Upgrade
Dividend Yield,3.54%,3.33%,2.42%,3.17%,2.26%,2.50%,2.29%,2.09%,2.96%,2.98%,2.82%,Upgrade
Payout Ratio,30.30%,29.70%,28.70%,28.60%,23.90%,25.70%,39.30%,37.20%,45.90%,53.00%,56.30%,Upgrade
Buyback Yield / Dilution,1.17%,2.28%,3.39%,0.17%,-0.22%,-0.21%,0.01%,-0.04%,-0.18%,-0.11%,0.73%,Upgrade
Total Shareholder Return,4.71%,5.61%,5.81%,3.34%,2.04%,2.29%,2.29%,2.05%,2.78%,2.87%,3.55%,Upgrade
