Year,Current,2022,2021
Market Capitalization,435,424,412
Market Cap Growth,-,2.80%,-
Enterprise Value,434,424,412
PE Ratio,24.93,25.56,-498.41
PB Ratio,-34.20,-34.20,-16.22
P/FCF Ratio,126.94,123.78,-384.98
P/OCF Ratio,126.94,123.78,-384.98
EV/EBITDA Ratio,24.72,24.11,-497.24
EV/EBIT Ratio,24.72,24.11,-497.24
EV/FCF Ratio,126.80,123.64,-384.08
Current Ratio,0.83,0.83,6.34
Return on Equity (ROE),-117.00%,-117.00%,4.20%
Return on Assets (ROA),4.80%,4.80%,-0.30%
Return on Capital (ROIC),5.10%,5.10%,-0.30%
Earnings Yield,3.81%,3.91%,-0.20%
FCF Yield,0.79%,0.81%,-0.26%
Buyback Yield / Dilution,-58.50%,-58.50%,-
Total Shareholder Return,-58.50%,-58.50%,-
