Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,121,162,185,130,170,142,122,101,87,99,143,Upgrade
Market Cap Growth,-,-12.50%,42.54%,-23.99%,20.06%,16.04%,21.69%,16.04%,-12.34%,-30.97%,187.39%,Upgrade
Enterprise Value,248,302,116,-16,193,140,145,67,226,160,102,Upgrade
PE Ratio,6.22,7.90,8.64,8.44,15.39,10.63,832.20,15.93,2.42,7.36,22.44,Upgrade
PS Ratio,2.07,2.69,3.23,2.73,3.96,3.10,3.10,2.82,2.37,2.09,3.46,Upgrade
PB Ratio,0.96,1.36,1.14,0.83,1.28,1.46,1.37,1.11,1.00,1.92,4.26,Upgrade
P/FCF Ratio,5.93,8.46,8.08,7.24,16.83,8.28,11.46,-234.88,28.48,10.08,7.36,Upgrade
P/OCF Ratio,5.73,8.09,7.64,6.62,11.63,6.13,10.40,232.17,19.42,11.61,7.77,Upgrade
EV/Sales Ratio,4.24,5.03,2.03,-0.34,4.48,3.05,3.67,1.88,6.17,3.37,2.47,Upgrade
EV/EBITDA Ratio,10.26,11.55,4.20,-0.79,11.78,7.21,10.38,6.28,23.06,10.49,13.35,Upgrade
EV/EBIT Ratio,10.96,12.28,4.46,-0.86,14.41,8.51,12.67,8.31,27.92,11.62,15.99,Upgrade
EV/FCF Ratio,12.14,15.81,5.07,-0.89,19.07,8.15,13.57,-156.38,74.18,16.29,5.25,Upgrade
Debt / Equity Ratio,1.55,1.53,0.19,0.07,0.43,0.35,0.68,0.87,1.86,1.88,1.86,Upgrade
Debt / EBITDA Ratio,8.12,6.97,1.10,0.51,3.49,1.77,4.32,7.40,16.36,6.34,8.16,Upgrade
Debt / FCF Ratio,9.61,9.55,1.33,0.58,5.65,2.00,5.65,-184.22,52.63,9.85,3.21,Upgrade
Asset Turnover,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.05,0.04,Upgrade
Return on Equity (ROE),15.50%,16.50%,13.40%,10.40%,8.50%,14.90%,0.20%,6.70%,55.90%,28.00%,18.90%,Upgrade
Return on Assets (ROA),1.10%,1.20%,1.30%,1.10%,0.90%,1.10%,0.00%,0.60%,3.50%,1.40%,0.70%,Upgrade
Return on Capital (ROIC),1.20%,1.40%,1.70%,1.40%,1.10%,1.30%,1.00%,0.70%,0.70%,1.30%,0.70%,Upgrade
Earnings Yield,15.45%,12.65%,11.57%,11.85%,6.50%,9.40%,0.12%,6.28%,41.37%,13.58%,4.46%,Upgrade
FCF Yield,16.86%,11.82%,12.38%,13.81%,5.94%,12.07%,8.73%,-0.43%,3.51%,9.92%,13.59%,Upgrade
Dividend Yield,5.85%,4.04%,2.94%,3.43%,2.32%,2.01%,1.78%,0.99%,-,-,-,Upgrade
Payout Ratio,35.90%,31.70%,25.50%,28.90%,35.70%,21.50%,1300.00%,15.80%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,1.41%,1.81%,0.42%,-2.04%,-17.76%,-0.48%,-1.01%,-0.44%,-0.16%,-0.09%,-0.10%,Upgrade
Total Shareholder Return,7.25%,5.85%,3.36%,1.39%,-15.43%,1.53%,0.77%,0.55%,-0.16%,-0.09%,-0.10%,Upgrade
